,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.0,0.29,0.25,0.15,0.49,0.37,0.29,0.39,0.25
azureus.csv,0.1,0.06,0.06,0.06,0.31,0.0,0.11,0.09,0.42
columba.csv,0.11,0.35,0.44,0.29,0.49,0.58,0.25,0.43,0.01
continuum-ide.csv,0.11,0.1,0.1,0.06,0.0,0.19,0.08,0.04,0.06
emulemorph.csv,0.0,0.0,0.0,0.0,0.03,0.0,0.14,0.17,0.19
factor.csv,0.05,0.0,0.07,0.11,0.13,0.06,0.56,0.0,0.0
pcgen.csv,0.22,0.29,0.0,0.26,0.51,0.35,0.26,0.22,0.25
stemkit.csv,0.06,0.0,0.07,0.1,0.05,0.02,0.0,0.09,0.05
utgb.csv,0.2,0.03,0.1,0.08,0.28,0.18,0.25,0.43,0.54
