,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.39,0.6,0.56,0.45
n2cms.csv,0.69,0.63,0.4,0.72
nassp.csv,0.29,0.33,0.33,0.76
nug.csv,0.58,0.17,0.8,0.5
