,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,3.0,0.0,16.0,2.0,0.0,0.0,1.0,10.0,1.0,0.0
jmule.csv,4.0,0.0,5.0,0.0,2.0,0.0,5.0,21.0,3.0,0.0
nosleepsoftware.csv,1.0,0.0,0.0,58.0,6.0,1.0,4.0,4.0,11.0,0.0
open-ms.csv,9.0,0.0,1.0,58.0,6.0,0.0,20.0,0.0,35.0,6.0
qgo.csv,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0
rezilla.csv,10.0,0.0,1.0,0.0,4.0,0.0,19.0,17.0,36.0,5.0
riff-evolve.csv,4.0,1.0,10.0,15.0,0.0,0.0,26.0,22.0,0.0,2.0
uwom.csv,1.0,3.0,62.0,6.0,0.0,8.0,33.0,2.0,0.0,1.0
virtuoso.csv,9.0,1.0,0.0,7.0,3.0,0.0,0.0,13.0,25.0,4.0
yield.csv,1.0,0.0,14.0,0.0,0.0,4.0,8.0,7.0,2.0,5.0
