,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.84,0.54,0.31,0.06,0.29,1.0,0.37,0.73,0.43,0.92,0.63,1.0,0.0,0.62,0.35
emulemorph.csv,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
fceugc.csv,0.91,0.62,0.29,0.05,1.0,1.0,0.0,0.62,0.0,0.65,0.87,0.6,0.04,0.29,0.24
gnukeda.csv,0.83,1.0,0.28,0.04,0.32,0.98,0.26,0.69,0.1,0.76,0.62,0.57,0.03,0.26,0.21
gusanos.csv,0.83,0.63,0.34,0.05,0.35,0.98,0.17,1.0,0.09,0.65,0.64,0.57,0.04,0.24,0.22
micomt.csv,0.93,1.0,0.75,0.08,0.55,1.0,1.0,1.0,0.0,0.75,0.79,0.71,0.14,0.5,0.24
modplug.csv,0.79,0.67,0.34,0.07,0.32,0.98,0.22,0.76,0.14,1.0,0.63,0.73,0.02,0.38,0.22
ogre.csv,0.72,0.55,0.27,0.05,0.33,1.0,0.18,0.7,0.11,0.67,0.55,0.55,0.02,0.23,0.21
openfrag.csv,0.79,0.7,0.37,0.05,0.43,0.95,0.36,0.75,0.18,0.77,1.0,0.61,0.02,0.32,0.26
oscarmcmaster.csv,0.83,0.75,0.67,0.07,0.5,1.0,0.8,0.79,1.0,0.88,0.93,0.5,0.0,0.67,1.0
pidgin.csv,0.99,0.74,0.32,0.05,0.56,0.96,0.26,0.82,0.15,0.83,0.58,0.64,0.03,0.3,0.21
repositorium.csv,0.91,0.43,0.5,0.0,0.33,1.0,0.5,0.56,1.0,0.5,0.52,0.75,0.04,0.18,0.2
unimrcp.csv,1.0,0.89,1.0,0.15,0.5,1.0,0.12,0.92,0.0,1.0,1.0,0.5,0.03,0.43,0.19
xapian.csv,0.73,0.63,0.25,0.07,0.48,0.98,0.26,0.75,0.07,0.9,0.56,0.74,0.03,1.0,0.25
xqilla.csv,0.0,0.0,0.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
