,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.74,0.41,0.41,0.11,0.26,0.46,0.44,0.71,0.33,0.59,0.56,0.99,0.0,0.55,0.41
emulemorph.csv,0.0,0.1,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
fceugc.csv,0.39,0.21,0.27,0.08,0.95,0.24,0.0,0.13,0.0,0.52,0.32,0.37,0.07,0.28,0.31
gnukeda.csv,0.71,1.0,0.42,0.08,0.43,0.74,0.41,0.59,0.17,0.78,0.64,0.67,0.05,0.38,0.32
gusanos.csv,0.77,0.59,0.49,0.09,0.46,0.68,0.28,1.0,0.16,0.68,0.59,0.66,0.08,0.36,0.34
micomt.csv,0.58,0.3,0.19,0.11,0.37,0.22,0.92,0.19,0.0,0.34,0.27,0.42,0.2,0.13,0.33
modplug.csv,0.81,0.61,0.47,0.12,0.37,0.73,0.34,0.78,0.24,0.99,0.66,0.73,0.03,0.49,0.3
ogre.csv,0.84,0.71,0.42,0.1,0.49,1.0,0.31,0.82,0.2,0.76,0.71,0.71,0.05,0.37,0.35
openfrag.csv,0.82,0.64,0.53,0.1,0.49,0.51,0.47,0.73,0.27,0.71,1.0,0.68,0.04,0.38,0.38
oscarmcmaster.csv,0.65,0.26,0.33,0.11,0.16,0.07,0.44,0.35,0.17,0.42,0.55,0.17,0.0,0.14,0.98
pidgin.csv,1.0,0.66,0.45,0.09,0.63,0.64,0.39,0.71,0.23,0.78,0.59,0.73,0.07,0.43,0.31
repositorium.csv,0.38,0.23,0.18,0.0,0.28,0.55,0.13,0.32,0.9,0.4,0.27,0.59,0.07,0.2,0.29
unimrcp.csv,0.19,0.33,1.0,0.21,0.09,0.12,0.1,0.3,0.0,0.36,0.22,0.11,0.06,0.18,0.15
xapian.csv,0.46,0.41,0.11,0.12,0.48,0.66,0.35,0.48,0.1,0.65,0.32,0.5,0.05,0.96,0.27
xqilla.csv,0.0,0.0,0.0,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0
