,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.48,0.75,0.63,0.65,0.81,0.7,0.5,0.66,0.73,0.57,0.62,0.01,1.01,0.51,0.56
emulemorph.csv,1.0,0.95,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95
fceugc.csv,0.76,0.88,0.78,0.85,0.1,0.87,1.0,0.93,1.0,0.78,0.8,0.76,0.54,0.76,0.67
gnukeda.csv,0.49,0.0,0.75,0.84,0.73,0.65,0.58,0.73,0.85,0.62,0.6,0.75,0.91,0.65,0.73
gusanos.csv,0.47,0.6,0.64,0.86,0.69,0.69,0.86,0.0,0.87,0.92,0.59,0.74,0.56,0.72,0.73
micomt.csv,0.58,0.82,0.89,0.84,0.72,0.88,0.15,0.9,1.0,0.8,0.84,0.72,0.67,0.92,0.65
modplug.csv,0.6,0.56,0.6,0.69,0.72,0.65,0.64,0.62,0.68,0.02,0.58,0.42,0.81,0.45,0.69
ogre.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,0.98
openfrag.csv,0.61,0.52,0.57,0.71,0.57,1.19,0.41,0.62,0.56,0.57,0.0,0.64,0.88,0.61,0.6
oscarmcmaster.csv,0.54,0.85,0.78,0.72,0.91,0.96,0.69,0.79,0.91,0.73,0.61,0.9,1.05,0.92,0.04
pidgin.csv,0.02,0.48,0.62,0.8,0.4,1.13,0.53,0.49,0.61,0.43,0.67,0.59,0.72,0.57,0.7
repositorium.csv,0.76,0.88,0.89,1.0,0.8,0.62,0.92,0.88,0.18,1.01,0.84,0.55,0.66,0.83,0.72
unimrcp.csv,0.9,0.8,0.0,0.68,0.95,0.94,0.93,0.82,1.0,0.78,0.88,0.94,0.71,0.89,0.88
xapian.csv,0.73,0.73,0.93,0.64,0.58,0.71,0.57,0.7,0.88,0.51,0.81,0.65,0.74,0.08,0.75
xqilla.csv,1.0,1.0,1.0,0.84,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.96,1.0
