,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.49,0.45,0.32,0.27,0.19,0.99
lazarus-ccr.csv,0.96,0.41,0.25,0.3,0.19,0.93
lcfizvtop.csv,0.42,0.38,0.2,0.38,1.0,0.96
migen.csv,0.5,1.0,0.33,0.36,0.0,0.91
mvnforum.csv,0.53,0.53,0.94,0.19,0.25,0.91
plplot.csv,0.47,0.49,0.35,1.0,0.24,0.97
