,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.67,0.47,0.76,0.61,0.08,0.75,0.52,0.58,0.81
bzbyte.csv,0.65,0.69,0.62,0.79,0.84,0.77,0.73,0.0,0.79
encog-java.csv,0.05,0.94,0.78,0.91,0.8,0.76,0.9,0.96,0.83
galaxium.csv,0.65,0.7,0.78,0.72,0.93,0.8,0.06,0.84,0.81
h2database.csv,0.62,0.09,0.89,0.9,0.92,0.83,0.75,0.9,0.91
haphazard.csv,0.62,0.94,0.83,0.91,0.83,0.15,0.87,0.8,0.78
jaql.csv,0.6,0.49,0.73,0.02,0.54,0.78,0.62,0.67,0.74
raven-monitoring.csv,0.65,0.88,0.03,0.75,0.75,0.63,0.97,0.81,0.86
v8.csv,0.57,0.62,0.56,0.51,1.0,0.78,0.5,0.59,0.08
