,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.54,0.52,0.57,0.44,0.72,0.55,0.66,0.45,0.51
bzbyte.csv,0.4,0.44,0.51,0.38,0.69,0.34,0.41,0.39,0.46
encog-java.csv,0.98,0.94,0.47,0.89,0.77,0.49,0.78,0.47,0.97
galaxium.csv,0.85,0.82,0.73,0.82,0.9,0.71,0.64,0.9,0.75
h2database.csv,0.45,0.98,0.88,0.92,0.86,0.68,0.95,0.91,0.96
haphazard.csv,0.64,0.93,0.86,0.96,0.95,0.91,0.95,0.82,0.93
jaql.csv,0.42,0.45,0.5,0.58,0.6,0.48,0.54,0.42,0.62
raven-monitoring.csv,0.58,0.65,0.65,0.61,0.79,0.56,0.51,0.49,0.65
v8.csv,0.49,0.42,0.44,0.4,0.56,0.3,0.4,0.43,0.44
