,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.82,1.0,0.55,0.93,0.87,0.76,0.74,0.63,0.74,0.83,0.82,0.82,0.49,0.79,0.69,0.67,0.77,0.85,0.82,0.77
decidr.csv,0.57,0.8,0.75,0.83,0.78,0.68,0.83,0.99,0.82,1.0,0.72,0.86,0.98,0.93,0.9,0.88,0.79,0.85,0.56,0.88
elmo.csv,0.27,0.4,0.08,0.23,0.3,0.36,0.22,0.01,0.12,0.06,0.19,0.07,0.07,0.21,0.01,0.21,0.25,0.23,0.11,0.17
gpac.csv,0.83,0.4,0.17,0.2,0.17,0.36,0.46,0.29,0.22,0.28,0.59,0.66,0.9,0.43,0.16,0.3,0.23,0.0,0.4,0.13
img-browse-sort.csv,0.71,0.4,0.59,0.62,0.57,0.6,0.57,0.62,0.61,0.56,0.54,0.55,0.47,0.71,0.67,0.39,0.85,0.54,0.47,0.21
jajuk.csv,0.89,0.4,0.77,0.78,0.87,0.72,0.52,0.86,0.74,0.61,0.92,0.86,0.84,1.0,0.63,0.7,0.6,0.77,0.96,0.62
ktc.csv,0.75,0.4,0.65,0.68,0.65,0.56,0.15,0.61,0.56,0.36,0.5,0.55,0.5,0.36,0.25,0.55,0.54,0.92,0.51,0.42
nativeclient.csv,0.89,0.8,0.7,0.82,0.78,0.84,0.63,0.66,0.72,0.64,0.82,0.64,0.53,0.86,0.75,0.88,0.98,1.0,0.78,0.64
neoengine.csv,0.54,1.0,0.68,0.68,0.74,0.88,0.57,0.81,0.46,0.78,0.78,0.91,0.72,0.64,0.12,0.73,0.65,0.92,0.44,0.8
nicepress.csv,0.66,1.0,0.98,0.82,0.78,0.6,0.52,0.95,0.75,0.83,0.87,0.93,0.99,0.43,0.63,0.45,0.87,0.77,0.73,0.83
omseek.csv,0.36,0.0,0.19,0.31,0.26,0.16,0.02,0.35,0.21,0.11,0.16,0.0,0.09,0.14,0.33,0.61,0.58,0.62,0.49,0.16
rosegarden.csv,0.82,0.6,0.85,0.78,0.61,0.68,0.33,0.59,0.71,0.64,0.68,0.59,0.32,0.21,0.37,0.91,0.88,1.0,0.8,0.69
sigil.csv,0.76,0.4,0.61,0.69,0.74,0.6,0.59,0.36,0.53,0.56,0.74,0.25,0.26,1.0,0.67,0.67,0.83,0.77,0.56,0.25
smarttag.csv,0.61,0.4,0.9,0.46,0.7,0.52,0.54,0.2,0.46,0.61,0.35,0.3,0.27,0.57,0.61,0.58,0.58,0.54,0.49,0.2
sylpheed-claws.csv,0.97,1.0,0.97,1.0,1.0,1.0,0.93,0.58,0.95,1.0,0.93,0.73,0.69,0.93,1.0,1.0,1.0,0.92,0.89,1.0
tango-cs.csv,0.73,0.8,0.63,0.73,0.91,0.72,0.8,0.77,0.66,1.0,0.68,0.71,0.82,1.0,0.81,0.85,0.6,0.54,0.62,0.93
vapor.csv,0.0,1.0,0.62,0.3,1.0,0.64,0.78,0.97,0.0,1.0,0.72,0.0,0.04,1.0,0.94,0.85,1.0,0.92,0.0,0.5
xemeiah.csv,0.58,0.2,0.81,0.75,0.65,0.56,0.35,0.66,0.59,0.86,0.93,0.71,0.88,0.71,0.76,0.42,0.75,0.92,0.8,0.18
zorannt.csv,0.49,0.8,0.23,0.63,0.65,0.56,0.61,0.67,0.24,0.14,0.43,0.79,0.71,0.5,0.43,0.61,0.54,0.69,0.62,0.63
zscreen.csv,0.8,0.2,0.66,0.86,0.57,0.8,0.72,0.33,0.72,0.75,0.73,0.46,0.39,0.57,0.81,0.76,0.63,0.69,0.69,0.25
