,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.82,0.91,0.06,0.81,0.74,0.8
columba.csv,0.71,1.01,0.81,0.39,0.57,0.13
emftriple.csv,1.0,0.0,1.0,1.0,1.0,0.85
fluent-nhibernate.csv,0.83,0.71,0.88,0.01,0.87,0.88
gpsmid.csv,0.0,0.99,0.6,0.43,0.43,0.7
xamj.csv,0.47,0.79,0.73,0.61,0.08,0.63
