,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,3.0,46.0,0.0,53.0,0.0,23.0
columba.csv,4.0,150.0,1.0,21.0,9.0,0.0
emftriple.csv,86.0,0.0,74.0,183.0,338.0,4.0
fluent-nhibernate.csv,7.0,51.0,3.0,0.0,0.0,4.0
gpsmid.csv,0.0,23.0,0.0,2.0,1.0,6.0
xamj.csv,5.0,13.0,1.0,5.0,0.0,5.0
