,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.12,0.39,0.85,0.05,0.35,0.52,0.4,0.0,0.75,0.41,0.09,0.8,0.98,0.64,0.38
glelite.csv,0.17,0.41,0.59,0.06,0.34,0.61,0.44,0.02,0.6,0.5,0.07,0.71,1.0,0.62,0.41
hannosset.csv,0.14,0.2,0.67,0.25,0.4,0.5,0.0,0.0,0.5,0.04,0.26,0.0,0.92,0.5,0.0
ipfilter.csv,0.15,0.33,0.51,0.04,0.35,0.6,0.5,0.02,0.62,0.48,0.09,0.96,0.98,0.61,0.42
moving-pictures.csv,0.22,0.44,0.0,0.25,0.67,0.7,0.69,0.0,0.58,0.53,0.12,0.8,1.0,0.65,0.7
pclasses.csv,0.55,0.45,0.0,0.0,0.33,0.36,0.5,0.0,0.68,0.31,0.03,0.33,0.91,0.57,0.38
pfaedit.csv,0.11,0.54,0.0,0.08,0.47,0.86,0.71,0.0,0.52,0.71,0.07,1.0,1.0,0.67,0.57
qcad2.csv,0.12,0.53,0.8,0.06,0.54,0.74,0.56,0.0,0.66,0.86,0.11,0.88,1.0,0.63,0.43
rockbox.csv,0.23,0.45,0.0,0.13,0.53,0.71,0.67,0.0,0.5,0.21,0.08,0.77,1.0,0.57,0.61
roller.csv,0.18,0.41,0.59,0.06,0.37,0.69,0.49,0.02,0.79,0.43,0.08,0.76,0.98,0.62,0.47
theresa.csv,0.12,0.55,1.0,0.19,0.5,0.77,0.79,0.0,0.71,1.0,0.03,0.72,1.0,0.61,0.75
tzod.csv,0.16,0.5,0.58,0.14,0.32,0.68,1.0,0.0,0.64,0.71,0.03,0.76,1.0,0.61,0.33
xinity.csv,0.16,0.32,0.58,0.0,0.23,0.5,0.45,0.0,0.56,0.53,0.06,0.72,0.97,0.73,0.3
zabbix.csv,0.15,0.47,0.72,0.2,0.45,0.58,0.45,0.0,0.6,0.73,0.08,0.62,1.0,0.56,0.35
