,recall,precision,pf,pci_20,ifa,wins
atlc.csv,0.67,0.4,0.63,0.57,1.0,6
glelite.csv,0.95,0.44,0.92,0.4,0.0,3
hannosset.csv,0.09,0.25,0.14,0.85,6.0,1
ipfilter.csv,0.86,0.48,0.86,0.48,1.0,5
moving-pictures.csv,0.52,0.58,0.28,0.43,1.0,10
pclasses.csv,0.29,0.36,0.35,0.54,4.0,0
pfaedit.csv,0.33,0.54,0.19,0.58,1.0,11
qcad2.csv,0.33,0.56,0.15,0.8,1.0,13
rockbox.csv,0.36,0.5,0.3,0.45,3.0,2
roller.csv,0.82,0.47,0.77,0.43,1.0,4
theresa.csv,0.32,0.71,0.26,0.48,1.0,12
tzod.csv,0.59,0.58,0.45,0.5,2.0,9
xinity.csv,0.61,0.45,0.62,0.62,1.0,7
zabbix.csv,0.49,0.47,0.38,0.54,1.0,8
