,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.83,0.73,0.27,0.78,0.89,0.84,0.84,1.25,0.47,0.8,0.67,0.57,1.01,0.78,0.78
glelite.csv,0.79,0.66,0.97,0.98,0.97,0.94,0.98,0.92,0.87,0.58,0.89,0.95,0.04,0.92,0.74
hannosset.csv,0.92,0.97,0.82,0.35,0.96,0.91,1.0,1.01,0.84,1.02,0.25,1.0,1.26,0.88,1.0
ipfilter.csv,0.93,0.77,0.94,0.92,0.91,0.97,0.79,0.97,0.73,0.61,0.67,0.11,1.01,0.89,0.73
moving-pictures.csv,0.83,0.58,1.0,0.18,0.67,0.59,0.44,1.11,0.74,0.61,0.55,0.57,0.73,0.69,0.32
pclasses.csv,0.16,0.58,1.0,1.02,0.74,0.95,0.7,1.1,0.57,0.96,0.95,0.99,0.99,0.79,0.77
pfaedit.csv,0.92,0.52,1.0,0.55,0.49,0.29,0.82,1.01,0.8,0.7,0.85,0.93,0.67,0.74,0.61
qcad2.csv,0.92,0.72,0.71,0.73,0.39,0.48,0.83,1.03,0.63,0.63,0.61,0.85,0.3,0.68,0.85
rockbox.csv,0.62,0.61,1.0,0.4,0.56,0.55,0.73,1.04,0.83,0.98,0.78,0.8,0.76,0.79,0.39
roller.csv,0.74,0.79,0.97,0.92,0.78,0.64,0.79,0.81,0.4,0.72,0.96,0.62,1.02,0.74,0.57
theresa.csv,0.86,0.47,0.9,0.26,0.76,0.43,0.61,1.06,0.6,0.94,0.97,0.69,0.78,0.73,0.69
tzod.csv,0.72,0.53,0.88,0.36,0.74,0.59,0.93,1.06,0.72,0.57,0.95,0.63,0.56,0.76,0.8
xinity.csv,0.74,0.79,1.0,1.18,0.88,0.91,0.9,1.08,0.84,0.52,0.86,0.7,1.05,0.5,0.99
zabbix.csv,0.79,0.55,0.49,0.37,0.52,0.76,0.84,1.03,0.7,0.59,0.73,0.84,0.51,0.88,0.75
