,recall,precision,pf,wins
alleg.csv,0.63,0.39,0.41,8
arm-webradio.csv,0.55,0.5,0.41,12
bwapi.csv,0.77,0.29,0.91,1
co-ode-owl-plugins.csv,0.64,0.54,0.38,15
firebreath.csv,0.59,0.43,0.57,4
frogatto.csv,0.59,0.34,0.6,2
gretl.csv,0.75,0.38,0.48,9
jasperreports.csv,0.37,0.28,0.61,0
konversation.csv,0.45,0.39,0.22,10
linuxsh.csv,0.49,0.47,0.23,14
moviesandbox.csv,0.57,0.35,0.36,6
ontomorphtab.csv,0.8,0.29,0.65,3
opengs.csv,0.39,0.63,0.24,16
scite-ru.csv,0.86,0.41,0.57,11
tokratan.csv,0.4,0.5,0.22,13
vrjuggler.csv,0.33,0.36,0.2,5
xuggle.csv,0.67,0.38,0.44,7
