,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.83,0.53,0.78,0.49,0.43,0.58,0.92,0.56,0.41,0.44,0.5,0.35,0.51,0.55,0.42,0.51,0.74
arm-webradio.csv,0.58,0.64,0.92,0.65,0.46,0.56,0.9,0.95,0.36,0.45,0.5,0.77,0.86,0.71,0.45,0.5,0.71
bwapi.csv,0.45,0.46,0.43,0.5,0.51,0.42,0.36,0.38,0.98,0.59,0.36,0.49,0.42,0.46,0.88,0.63,0.67
co-ode-owl-plugins.csv,0.46,0.67,0.59,0.57,0.38,0.54,0.86,0.96,0.4,0.43,0.92,0.65,0.7,0.47,0.44,0.51,0.7
firebreath.csv,0.5,0.44,0.44,0.52,0.39,0.54,0.69,0.46,0.36,0.47,0.58,0.42,0.48,0.64,0.77,0.56,0.62
frogatto.csv,0.38,0.41,0.42,0.45,0.4,0.4,0.31,0.39,0.48,0.63,0.36,0.35,0.33,0.45,0.46,0.46,0.57
gretl.csv,0.43,0.53,0.51,0.59,0.41,0.52,0.62,0.53,0.45,0.42,0.88,0.42,0.57,0.48,0.42,0.49,0.52
jasperreports.csv,0.63,0.57,0.43,0.57,0.61,0.47,0.35,0.4,0.6,0.93,0.36,0.45,0.48,0.7,0.93,0.93,0.72
konversation.csv,0.56,0.84,0.54,0.76,0.48,0.46,0.95,0.77,0.83,0.46,0.78,0.6,0.72,0.58,0.67,0.75,0.65
linuxsh.csv,0.64,0.6,0.71,0.98,0.4,0.79,0.67,0.96,0.39,0.48,0.0,0.83,0.87,0.87,0.39,0.55,0.65
moviesandbox.csv,0.49,0.89,0.5,0.75,0.41,0.56,0.9,0.86,0.55,0.5,0.67,0.88,0.88,0.7,0.54,0.56,0.91
ontomorphtab.csv,0.41,0.44,0.4,0.5,0.43,0.42,0.4,0.36,0.36,0.43,0.47,0.38,0.41,0.4,0.43,0.55,0.56
opengs.csv,0.86,0.48,0.7,0.68,0.4,0.61,0.5,0.0,0.6,0.75,0.0,0.56,0.63,0.66,0.54,0.66,0.92
scite-ru.csv,0.45,0.45,0.52,0.53,0.38,0.48,0.54,0.44,0.42,0.44,0.38,0.44,0.49,0.46,0.41,0.47,0.43
tokratan.csv,0.5,0.57,0.65,0.78,0.37,0.65,0.0,0.75,0.94,0.74,0.87,0.4,0.46,0.57,0.88,0.92,0.55
vrjuggler.csv,0.59,0.0,0.65,0.91,0.41,0.94,0.91,0.85,0.8,0.79,0.53,0.0,0.5,0.63,0.44,0.66,0.5
xuggle.csv,0.65,0.42,0.65,0.67,0.38,0.47,0.38,0.51,0.49,0.74,0.62,0.47,0.39,0.48,0.48,0.51,0.51
