,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.57,0.12,0.37,0.19,0.4,0.14,0.81,0.24,0.3,0.38,0.04,0.44
bscwweasel.csv,0.67,0.0,0.38,0.3,0.52,0.22,0.79,0.26,0.4,0.39,0.06,0.33
capcode.csv,1.0,0.11,0.24,0.14,0.37,0.32,0.76,0.4,0.35,0.47,0.03,0.37
emite.csv,0.55,0.05,0.33,0.17,0.41,0.12,0.83,0.29,0.5,0.28,0.0,0.64
lamp.csv,0.49,0.21,0.47,0.14,0.3,0.13,0.73,0.39,0.26,0.45,0.05,0.42
mecat.csv,0.0,0.33,1.0,0.0,0.6,0.11,0.0,0.44,0.0,0.62,0.3,0.0
nodal.csv,1.0,0.18,0.4,0.15,0.3,0.32,0.83,0.36,0.57,0.41,0.04,0.44
pydev.csv,0.48,0.2,0.45,0.17,0.43,0.18,0.73,0.23,0.35,0.57,0.08,0.36
retromenu.csv,1.0,0.16,0.6,0.35,0.63,0.12,0.76,0.27,0.4,0.65,0.0,0.73
smbopensoft.csv,0.8,0.1,0.22,0.1,0.3,0.2,0.77,0.26,0.35,0.3,0.05,0.43
stuproa-cims.csv,0.0,1.0,0.39,0.24,0.42,0.22,0.5,0.55,0.22,0.34,0.04,0.5
thout.csv,0.53,0.1,0.45,0.24,0.32,0.15,0.73,0.26,0.27,0.39,0.04,0.42
