,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,14.0,19.0,1.0,9.0,8.0,16.0,2.0,1.0,1.0,2.0,18.0,2.0
bscwweasel.csv,1.0,142.0,2.0,5.0,6.0,1.0,2.0,0.0,0.0,2.0,9.0,2.0
capcode.csv,0.0,11.0,2.0,38.0,11.0,0.0,2.0,4.0,0.0,2.0,28.0,3.0
emite.csv,0.0,21.0,6.0,10.0,9.0,8.0,0.0,0.0,1.0,18.0,62.0,1.0
lamp.csv,1.0,15.0,2.0,26.0,13.0,15.0,1.0,4.0,0.0,1.0,24.0,1.0
mecat.csv,199.0,1.0,0.0,161.0,2.0,4.0,147.0,0.0,85.0,0.0,0.0,70.0
nodal.csv,0.0,3.0,2.0,13.0,12.0,8.0,0.0,11.0,0.0,1.0,25.0,0.0
pydev.csv,1.0,7.0,2.0,23.0,1.0,0.0,0.0,1.0,0.0,2.0,13.0,4.0
retromenu.csv,0.0,11.0,1.0,5.0,0.0,1.0,2.0,7.0,0.0,1.0,62.0,1.0
smbopensoft.csv,0.0,10.0,11.0,39.0,13.0,0.0,1.0,6.0,3.0,0.0,29.0,1.0
stuproa-cims.csv,199.0,0.0,12.0,0.0,15.0,0.0,2.0,1.0,1.0,2.0,21.0,1.0
thout.csv,1.0,13.0,1.0,6.0,4.0,0.0,2.0,3.0,7.0,0.0,22.0,2.0
