,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.15,0.5,0.27,0.44,0.62,0.7,0.46,0.69,0.81,0.59,0.42,0.88
bscwweasel.csv,0.01,0.01,0.28,0.21,0.24,0.25,0.21,0.71,0.19,0.54,0.25,0.35
capcode.csv,0.0,0.81,0.69,0.76,0.27,0.21,0.31,0.19,0.52,0.29,0.48,0.6
emite.csv,0.73,0.28,0.33,0.2,0.36,0.32,0.13,0.17,0.06,0.55,0.05,0.3
lamp.csv,0.98,0.21,0.12,0.65,0.93,0.82,0.95,0.36,0.44,0.42,0.97,0.18
mecat.csv,0.01,0.02,0.0,0.06,0.04,0.11,0.0,0.03,0.0,0.12,0.12,0.0
nodal.csv,0.0,0.14,0.21,0.44,0.73,0.21,0.03,0.17,0.16,0.51,0.45,0.12
pydev.csv,0.87,0.12,0.18,0.6,0.56,0.7,0.31,0.77,0.27,0.29,0.62,0.22
retromenu.csv,0.0,0.24,0.05,0.08,0.24,0.2,0.56,0.18,0.24,0.09,0.38,0.08
smbopensoft.csv,0.19,0.98,0.95,0.75,0.84,0.49,0.59,0.32,0.48,0.71,0.62,0.82
stuproa-cims.csv,0.0,0.0,0.19,0.15,0.51,0.1,0.05,0.19,0.49,0.57,0.37,0.22
thout.csv,0.73,0.99,0.21,0.11,0.67,0.96,1.0,0.91,0.97,0.43,0.88,0.88
