,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.0,0.22,0.8,0.47,0.37,0.16
ppcboot.csv,0.43,0.31,0.03,0.29,0.66,0.32
simplewebservices.csv,0.2,0.41,0.5,0.41,0.01,0.43
uwom.csv,0.27,0.04,0.94,0.33,0.27,0.0
wow-qrsk.csv,0.75,0.0,0.97,0.47,0.31,0.02
wxstudio.csv,0.28,0.33,0.25,0.04,0.18,0.41
