,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.54,0.48,0.49,0.78,0.61
lcfizvtop.csv,0.38,0.31,0.36,0.48,0.53
migen.csv,0.47,0.46,0.9,0.9,0.64
mvnforum.csv,0.0,0.95,0.62,0.67,0.85
plplot.csv,0.47,0.5,0.58,0.56,0.86
