,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.79,0.59,0.78,0.67,0.27
lcfizvtop.csv,0.5,0.76,0.44,0.9,0.82
migen.csv,0.5,0.68,0.11,0.19,0.18
mvnforum.csv,0.0,0.32,0.5,0.57,0.18
plplot.csv,0.46,0.53,0.67,0.71,0.09
