,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.39,0.43,0.66,0.72,0.59,0.11,0.41,0.65,0.71,0.39,0.62,0.62
gmerlin.csv,0.49,0.29,0.53,0.0,0.6,0.0,0.58,0.76,0.0,0.5,0.0,0.64
google-gears.csv,0.54,0.36,0.6,0.74,0.57,0.11,0.31,0.79,0.73,0.46,0.59,0.65
gstreamer.csv,0.47,0.21,0.66,0.75,0.55,0.08,0.43,0.72,0.73,0.5,0.51,0.64
lportal.csv,0.12,0.16,0.07,0.07,0.17,0.26,0.05,0.0,0.53,0.08,0.52,0.18
metacosm.csv,0.42,0.27,0.51,0.25,0.54,0.1,0.31,0.44,0.45,0.4,0.38,0.75
mplayer-ce.csv,0.51,0.41,0.7,0.74,0.46,0.08,0.46,0.78,0.6,0.5,0.57,0.65
openmeetings.csv,0.55,0.62,0.49,0.44,0.49,0.16,0.34,0.33,0.51,0.58,0.55,0.58
qgis.csv,0.36,0.27,0.68,0.0,0.49,0.1,0.35,0.41,0.7,0.43,0.05,0.61
skia.csv,0.56,0.42,0.49,0.66,0.59,0.08,0.4,0.53,0.39,0.64,0.42,0.4
wxcrp.csv,0.48,0.21,0.62,0.71,0.53,0.08,0.46,0.64,0.71,0.43,0.59,0.53
yafdotnet.csv,0.54,0.39,0.61,0.48,0.69,0.14,0.46,0.58,0.53,0.49,0.44,0.65
