,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.53,0.45,0.47,0.47,0.5,0.44,0.43,0.51,0.38,0.54,0.37,0.43
gmerlin.csv,0.38,0.33,0.43,0.0,0.36,0.0,0.41,0.39,0.0,0.34,0.0,0.41
google-gears.csv,0.47,0.52,0.51,0.45,0.38,0.47,0.51,0.48,0.36,0.55,0.41,0.43
gstreamer.csv,0.43,0.42,0.41,0.41,0.39,0.43,0.39,0.48,0.42,0.46,0.42,0.41
lportal.csv,0.67,0.67,0.75,0.83,0.92,0.75,0.86,0.0,0.56,0.5,0.57,0.83
metacosm.csv,0.71,0.51,0.5,0.97,0.68,0.44,0.63,0.58,0.71,0.56,0.56,0.42
mplayer-ce.csv,0.43,0.56,0.41,0.46,0.63,0.4,0.41,0.46,0.53,0.42,0.56,0.45
openmeetings.csv,0.58,0.58,0.67,0.61,0.59,0.7,0.5,0.7,0.6,0.45,0.36,0.4
qgis.csv,0.47,0.71,0.48,0.0,0.45,0.65,0.57,0.67,0.37,0.47,0.93,0.5
skia.csv,0.43,0.55,0.5,0.37,0.45,0.64,0.65,0.52,0.64,0.44,0.53,0.69
wxcrp.csv,0.52,0.43,0.44,0.41,0.4,0.45,0.38,0.53,0.35,0.47,0.39,0.5
yafdotnet.csv,0.38,0.39,0.38,0.51,0.43,0.42,0.38,0.39,0.54,0.42,0.46,0.37
