,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.71,0.57,0.89,0.5,0.68,0.68,0.46,0.55,0.73
atlc.csv,0.47,0.57,0.56,0.51,0.98,0.55,0.64,0.55,0.52,0.5
ipfilter.csv,0.53,0.49,0.36,0.4,0.63,0.49,0.56,0.45,0.48,0.64
jmol.csv,0.44,0.53,0.3,0.43,0.41,0.44,0.45,0.36,0.48,0.43
pfaedit.csv,0.0,0.56,0.36,0.43,0.71,0.71,0.86,0.75,0.45,0.58
rockbox.csv,0.0,0.35,0.47,0.48,0.8,0.46,0.5,0.55,0.51,0.32
snakeyaml.csv,0.46,0.64,0.38,0.65,0.56,0.64,0.6,0.4,0.65,0.86
theresa.csv,0.75,0.5,0.35,0.42,0.37,0.54,0.61,0.37,0.52,0.71
trinitycore.csv,0.0,0.52,0.88,0.72,0.97,0.75,0.59,0.67,0.54,0.53
wxcode.csv,0.75,0.83,0.47,0.61,0.92,0.5,0.67,0.59,0.57,0.8
