,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.53,0.5,0.64,0.9,0.88,0.45,0.75,0.4,0.96,0.41,0.65,0.5,0.75,0.91,0.58,0.67,0.39,0.77,0.48,0.79
autofac.csv,0.54,0.37,0.52,0.45,0.41,0.45,0.56,0.51,0.44,0.38,0.5,0.69,0.65,0.63,0.34,0.37,0.38,0.33,0.45,0.67
azureus.csv,0.47,0.56,0.57,0.92,0.89,0.64,0.53,0.44,0.97,0.69,0.86,0.75,0.58,0.94,0.57,0.5,0.43,0.9,0.66,0.77
coot.csv,0.67,0.74,0.81,0.6,0.55,0.74,0.75,0.6,0.76,0.62,0.5,0.56,0.92,0.62,0.5,0.53,0.69,0.62,0.57,0.58
cuberok.csv,0.53,0.38,0.48,0.55,0.62,0.53,0.58,0.49,0.66,0.38,0.59,0.59,0.47,0.53,0.4,0.78,0.4,0.93,0.45,0.71
dsworkbench.csv,0.88,0.43,0.8,0.95,0.86,0.96,0.76,0.61,0.98,0.41,0.8,0.83,0.8,0.93,0.77,0.86,0.52,0.92,0.85,0.88
gabel.csv,0.67,0.88,0.0,0.8,0.0,0.5,0.0,0.89,0.83,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0
gephex.csv,0.81,0.63,0.89,0.79,0.56,0.75,0.88,0.53,0.63,0.97,0.56,0.9,0.86,0.49,0.88,0.94,0.56,0.57,0.72,0.8
haggle.csv,0.7,0.5,0.78,0.55,0.82,0.65,0.94,0.62,0.55,0.52,0.86,0.9,0.83,0.55,0.6,0.53,0.43,0.65,0.63,0.75
icescrum.csv,0.92,0.69,0.67,0.9,0.75,0.55,0.86,0.56,0.9,0.64,0.86,0.88,0.83,0.94,0.5,0.86,0.58,0.75,0.56,0.8
javaprofiler.csv,0.48,0.62,0.6,0.4,0.52,0.81,0.53,0.51,0.45,0.58,0.6,0.57,0.64,0.52,0.52,0.4,0.38,0.41,0.55,0.47
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.88,0.79,0.77,0.95,0.8,0.96,0.9,0.91,0.98,0.97,0.0,0.0,0.88,0.93,0.8,0.57,0.38,0.81,0.95,0.86
octet.csv,0.92,0.58,0.64,0.9,0.5,0.73,0.84,0.75,0.94,0.47,0.83,0.64,0.7,0.96,0.45,0.93,0.42,0.94,0.71,0.7
openefm.csv,0.65,0.44,0.47,0.81,0.71,0.59,0.63,0.73,0.72,0.62,0.89,0.79,0.49,0.96,0.42,0.52,0.35,0.75,0.77,0.62
rcp-company-uibindings.csv,0.36,0.36,0.32,0.48,0.37,0.38,0.41,0.43,0.44,0.38,0.44,0.49,0.39,0.35,0.33,0.45,0.31,0.38,0.4,0.37
servicestack.csv,0.38,0.42,0.41,0.46,0.39,0.43,0.45,0.48,0.45,0.44,0.57,0.72,0.75,0.41,0.41,0.4,0.39,0.33,0.48,0.5
synecdoche.csv,0.52,0.44,0.46,0.84,0.49,0.48,0.66,0.47,0.71,0.44,0.62,0.62,0.65,0.71,0.63,0.64,0.41,0.62,0.57,0.64
tmva.csv,0.38,0.45,0.41,0.45,0.42,0.38,0.43,0.44,0.52,0.49,0.47,0.49,0.49,0.42,0.54,0.69,0.46,0.44,0.44,0.51
wsmt.csv,0.92,0.91,0.88,0.86,0.86,0.91,0.86,0.95,0.67,0.9,0.78,0.85,0.9,0.57,0.62,0.42,0.86,0.55,0.95,0.93
