,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.61,0.67,0.83,0.62,0.45,0.7,0.62,0.43
etics.csv,0.64,0.52,0.52,0.51,0.42,0.55,0.53,0.4
genecys.csv,0.39,0.4,0.39,0.46,0.45,0.45,0.4,0.34
kvs.csv,0.78,0.92,0.83,0.75,0.44,0.98,0.92,0.96
mcore3d.csv,0.52,0.46,0.82,0.54,0.49,0.67,0.52,0.38
miranda.csv,0.5,0.58,0.77,0.54,0.38,0.5,0.54,0.4
ogrehg.csv,0.5,0.68,0.72,0.63,0.44,0.58,0.58,0.5
passwordsafe.csv,0.45,0.49,0.59,0.58,0.36,0.66,0.64,0.43
