,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.64,0.41,0.06,0.48,0.7,0.98,0.49,0.54
etics.csv,1.0,0.58,0.49,0.6,0.59,0.52,0.66,0.62
genecys.csv,0.0,0.38,0.44,0.0,1.0,0.13,0.43,0.27
kvs.csv,0.43,0.07,0.92,0.23,0.3,0.17,0.17,0.12
mcore3d.csv,0.48,1.0,0.39,0.5,0.66,0.56,0.51,0.53
miranda.csv,0.64,0.45,0.29,0.5,0.58,0.55,0.45,0.99
ogrehg.csv,0.5,0.44,0.34,0.97,0.64,0.43,0.54,0.57
passwordsafe.csv,0.52,0.59,0.39,0.61,0.6,0.42,0.97,0.59
