,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.69,0.97,0.63,0.75,0.74,0.51,0.89,0.0,0.86,0.48,0.75,0.94,0.94,0.61
bdbbasic.csv,0.39,0.71,0.55,0.41,0.46,0.36,0.67,0.88,0.46,0.29,0.69,0.37,0.73,0.51
echongl.csv,0.49,0.95,0.43,0.45,0.47,0.52,0.6,0.51,0.44,0.37,0.45,0.45,0.37,0.58
etherboot.csv,0.67,0.95,0.0,0.5,0.7,0.0,0.0,0.55,0.91,0.0,0.6,0.0,0.0,0.4
ffigo.csv,0.93,0.93,0.66,0.88,0.66,0.5,0.0,0.75,0.79,0.58,0.0,0.39,0.5,0.0
freebios.csv,0.58,0.96,0.7,0.64,0.8,0.94,0.61,0.81,0.65,0.59,0.8,0.55,0.99,0.89
gebr.csv,0.42,0.39,0.44,0.49,0.5,0.5,0.41,0.47,0.42,0.3,0.41,0.39,0.37,0.42
gnukeda.csv,0.48,0.58,0.76,0.54,0.56,0.47,0.6,0.62,0.92,0.7,0.95,0.9,0.97,0.43
gstreamer.csv,0.43,0.41,0.54,0.46,0.45,0.45,0.43,0.53,0.39,0.34,0.4,0.41,0.41,0.41
jnode.csv,0.83,0.64,0.84,0.64,0.91,0.83,0.9,0.8,0.92,0.92,0.96,0.93,0.94,0.5
metacosm.csv,0.94,0.4,0.39,0.55,0.79,0.56,0.92,0.46,0.72,0.5,0.48,0.54,0.61,0.43
openmeetings.csv,0.48,0.56,0.39,0.73,0.4,0.3,0.88,0.45,0.71,0.33,0.38,0.38,0.44,0.42
pgui.csv,0.61,0.4,0.0,0.6,0.42,0.37,0.83,0.51,0.44,0.83,0.52,0.5,0.0,0.41
wxcrp.csv,0.47,0.42,0.39,0.48,0.41,0.34,0.43,0.46,0.42,0.3,0.43,0.39,0.34,0.44
