,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,2.0,33.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0
bdbbasic.csv,1.0,29.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
echongl.csv,4.0,8.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,6.0,2.0,7.0
etherboot.csv,0.0,1.0,411.0,0.0,3.0,0.0,99.0,0.0,1.0,136.0,2.0,119.0,342.0,8.0
ffigo.csv,3.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,168.0,0.0,1.0,57.0
freebios.csv,0.0,13.0,75.0,2.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,2.0,4.0,2.0
gebr.csv,0.0,38.0,15.0,1.0,1.0,4.0,1.0,0.0,6.0,0.0,2.0,0.0,2.0,1.0
gnukeda.csv,0.0,18.0,8.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0
gstreamer.csv,4.0,44.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0
jnode.csv,2.0,5.0,0.0,2.0,0.0,116.0,2.0,2.0,4.0,0.0,2.0,3.0,4.0,0.0
metacosm.csv,4.0,32.0,71.0,0.0,8.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,6.0,0.0
openmeetings.csv,4.0,0.0,36.0,0.0,6.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
pgui.csv,2.0,39.0,411.0,1.0,0.0,26.0,2.0,1.0,5.0,0.0,1.0,1.0,342.0,1.0
wxcrp.csv,3.0,44.0,1.0,2.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0
