,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,99.0,198.0,843.5,95.5,184.0,99.0,2245.5
emulemorph.csv,80.5,755.5,266.5,195.0,0.0,116.0,710.5
htmlunit.csv,99.0,8054.5,922.0,194.5,89.5,98.5,2177.5
jvcl.csv,189.0,99.0,709.0,294.0,97.5,189.0,1585.0
m-m-m.csv,574.0,99.0,1601.0,294.0,97.5,97.5,1615.5
nh3d.csv,99.0,99.0,0.0,294.0,97.5,97.5,91.0
wgs-assembler.csv,190.0,198.0,1887.5,292.0,89.5,98.5,2912.0
