,f1,g,recall,precision,pf,wins
autowikibrowser.csv,0.5,0.66,0.67,0.4,0.34,16
dynalloy.csv,0.35,0.52,0.75,0.3,0.62,9
enzo.csv,0.38,0.54,0.85,0.3,0.72,10
hydrogen.csv,0.4,0.0,1.0,0.36,1.0,2
jcae.csv,0.3,0.3,0.26,0.38,0.11,5
kmatplot.csv,0.36,0.25,0.5,0.38,0.3,6
lphant.csv,0.5,0.64,0.68,0.39,0.41,14
natpad.csv,0.39,0.48,0.59,0.33,0.56,8
nosleepsoftware.csv,0.11,0.07,0.06,0.4,0.03,1
ossbuild.csv,0.41,0.54,0.68,0.38,0.4,12
quarkplayer.csv,0.19,0.22,0.19,0.2,0.29,0
quickfast.csv,0.41,0.51,0.77,0.41,0.51,11
rezilla.csv,0.32,0.41,0.58,0.24,0.63,4
rhex.csv,0.32,0.36,0.33,0.4,0.19,7
rocrail.csv,0.47,0.64,0.69,0.38,0.38,14
virtuoso.csv,0.36,0.24,0.91,0.25,0.89,3
yield.csv,0.44,0.66,0.78,0.34,0.55,13
