,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.67,0.79,0.5,1.0,0.69,0.21,0.63,0.56,0.25,0.45,0.71,0.62,0.64,0.7,0.95,0.83,0.72
dynalloy.csv,0.5,0.83,0.75,0.56,0.0,1.0,0.81,0.88,0.72,0.91,0.5,0.77,0.82,0.61,0.41,0.64,0.77
enzo.csv,1.0,0.83,0.77,1.0,1.0,0.21,0.76,0.88,0.44,0.73,0.74,0.85,1.0,0.8,1.0,0.98,0.86
hydrogen.csv,0.83,1.0,1.0,1.0,1.0,0.05,0.95,0.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.35
jcae.csv,0.0,0.31,0.12,1.0,0.0,0.26,0.27,0.44,0.0,0.09,0.26,0.01,0.36,0.7,0.86,0.17,0.0
kmatplot.csv,0.0,0.9,0.33,0.78,1.0,0.95,0.21,0.5,0.22,0.0,0.93,0.0,0.77,0.45,1.0,0.13,0.51
lphant.csv,0.75,0.69,0.88,1.0,0.62,0.11,0.87,0.62,0.25,0.45,0.74,0.47,0.68,0.8,0.95,0.62,0.67
natpad.csv,0.25,0.72,0.79,0.44,0.25,0.79,0.49,0.62,0.53,0.36,0.88,0.59,0.23,0.18,0.82,0.62,0.77
nosleepsoftware.csv,0.5,0.07,0.0,0.0,0.69,0.0,0.06,0.0,0.03,0.0,0.0,0.09,0.05,0.14,0.18,0.21,0.07
ossbuild.csv,0.08,0.72,0.73,0.56,0.06,0.16,0.76,0.75,0.75,0.73,0.4,0.17,0.68,0.86,0.77,0.21,0.35
quarkplayer.csv,0.25,0.38,0.15,0.33,0.0,0.68,0.13,0.12,0.44,0.73,0.19,0.44,0.14,0.18,0.0,0.11,0.3
quickfast.csv,0.83,0.41,0.38,0.89,0.88,0.11,0.24,0.75,0.44,0.55,0.48,0.99,0.95,0.89,0.91,0.77,0.79
rezilla.csv,0.58,0.79,0.15,0.78,1.0,0.79,0.19,0.62,0.31,0.27,0.86,0.08,0.36,0.52,1.0,0.79,0.44
rhex.csv,0.83,0.38,0.17,0.33,0.62,0.05,0.19,0.5,0.06,0.09,0.33,0.47,0.05,0.25,0.45,0.47,0.3
rocrail.csv,0.67,0.69,0.81,0.67,0.69,0.11,0.7,0.75,0.19,0.45,0.69,0.32,0.86,0.84,0.82,0.49,0.7
virtuoso.csv,0.75,0.79,1.0,1.0,1.0,1.0,0.92,0.88,0.0,0.91,0.43,0.99,0.91,0.86,1.0,0.21,0.0
yield.csv,0.58,0.9,0.98,1.0,0.69,0.21,0.73,0.88,0.31,0.91,0.86,0.78,0.77,0.75,0.95,0.87,0.72
