,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.81,0.42,0.53,0.87,0.48,0.47,0.53,0.62,0.45,0.48,0.69
google-gears.csv,0.69,0.47,0.91,0.94,0.64,0.83,0.61,0.47,0.8,0.73,0.58
grafx2.csv,0.73,0.3,0.63,0.62,0.69,0.52,0.6,0.67,0.6,0.46,0.52
kmess.csv,0.85,1.0,0.74,0.94,0.56,0.86,0.55,0.99,0.6,0.81,0.8
megameknet.csv,0.71,0.82,0.68,0.62,0.76,0.41,0.72,0.7,0.59,0.57,0.58
minig.csv,0.93,0.93,0.89,0.4,0.95,0.59,0.96,0.97,0.91,0.68,0.93
ns-3.csv,0.52,0.98,0.55,0.61,0.77,0.49,0.86,0.68,0.91,0.57,0.71
omseek.csv,0.85,1.0,0.92,0.69,0.41,0.86,0.75,0.86,0.63,0.64,0.96
quickfast.csv,0.79,0.82,0.63,0.57,0.88,0.58,0.78,0.63,0.89,0.55,0.32
sylpheed-claws.csv,1.0,1.0,0.44,0.65,1.0,0.77,0.98,0.97,1.0,0.61,1.0
xamj.csv,0.78,0.42,0.54,0.58,0.71,0.94,0.65,0.66,0.63,0.41,0.5
