,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.65,0.84,0.63,0.55,0.2,0.62,0.82,0.87,0.64,0.47,0.79
google-gears.csv,0.68,0.71,0.49,0.32,0.14,0.24,0.7,0.86,0.49,0.29,0.67
grafx2.csv,0.66,0.84,0.57,0.54,0.13,0.33,0.69,0.81,0.55,0.55,0.78
kmess.csv,0.6,0.0,0.51,0.5,0.18,0.34,0.72,1.0,0.68,0.25,0.71
megameknet.csv,0.66,0.56,0.54,0.47,0.11,0.46,0.66,0.77,0.55,0.62,0.67
minig.csv,0.64,0.51,0.37,0.62,0.09,0.29,0.56,0.72,0.35,0.36,0.45
ns-3.csv,0.76,0.51,0.59,0.78,0.12,0.44,0.62,0.77,0.35,0.49,0.64
omseek.csv,0.77,0.0,0.6,0.47,0.28,0.43,0.76,0.94,0.67,0.5,0.67
quickfast.csv,0.66,0.56,0.54,0.47,0.11,0.29,0.65,0.8,0.36,0.42,0.84
sylpheed-claws.csv,0.66,0.53,0.68,0.44,0.11,0.26,0.63,0.76,0.46,0.38,0.59
xamj.csv,0.68,0.79,0.59,0.67,0.13,0.23,0.66,0.78,0.51,0.57,0.72
