,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,1.0,1.0,0.0,2.0,20.0,3.0,0.0,0.0,1.0,3.0,1.0
google-gears.csv,0.0,2.0,3.0,1.0,47.0,3.0,1.0,0.0,1.0,0.0,6.0
grafx2.csv,1.0,0.0,1.0,4.0,43.0,9.0,1.0,0.0,1.0,3.0,1.0
kmess.csv,3.0,80.0,0.0,2.0,40.0,3.0,1.0,0.0,1.0,0.0,1.0
megameknet.csv,0.0,1.0,2.0,7.0,73.0,1.0,0.0,0.0,1.0,0.0,9.0
minig.csv,0.0,2.0,3.0,0.0,99.0,3.0,1.0,0.0,2.0,0.0,2.0
ns-3.csv,1.0,2.0,0.0,0.0,23.0,5.0,0.0,0.0,2.0,1.0,9.0
omseek.csv,1.0,80.0,1.0,6.0,3.0,4.0,2.0,0.0,1.0,8.0,1.0
quickfast.csv,0.0,2.0,0.0,5.0,86.0,2.0,0.0,0.0,1.0,4.0,0.0
sylpheed-claws.csv,0.0,2.0,1.0,0.0,99.0,3.0,1.0,0.0,1.0,5.0,2.0
xamj.csv,0.0,1.0,3.0,4.0,38.0,5.0,0.0,2.0,3.0,1.0,3.0
