,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.24,0.13,0.31,0.06,0.32,0.1,0.18,0.19,0.34,0.3,0.12
google-gears.csv,0.44,0.29,0.91,0.9,0.61,0.82,0.58,0.38,0.79,0.58,0.44
grafx2.csv,0.4,0.16,0.31,0.2,0.66,0.42,0.47,0.3,0.37,0.21,0.22
kmess.csv,0.25,0.03,0.29,0.04,0.28,0.08,0.49,0.0,0.17,0.32,0.12
megameknet.csv,0.51,0.82,0.65,0.3,0.71,0.23,0.69,0.59,0.39,0.11,0.5
minig.csv,0.92,0.92,0.69,0.25,0.9,0.52,0.91,0.95,0.15,0.67,0.72
ns-3.csv,0.44,0.97,0.5,0.06,0.25,0.2,0.84,0.43,0.15,0.21,0.69
omseek.csv,0.09,0.0,0.05,0.23,0.2,0.05,0.15,0.03,0.17,0.16,0.03
quickfast.csv,0.73,0.82,0.58,0.37,0.86,0.51,0.76,0.54,0.2,0.33,0.22
sylpheed-claws.csv,1.0,1.0,0.3,0.63,1.0,0.76,0.98,0.97,1.0,0.59,1.0
xamj.csv,0.76,0.18,0.43,0.13,0.69,0.94,0.53,0.54,0.46,0.22,0.41
