,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.71,0.1,0.0,0.07,0.0,0.0,0.08,0.54,0.93,0.36,0.0,0.35,0.75,1.0,0.93,0.57,0.0
dvd-create.csv,0.94,0.27,0.15,1.0,0.19,0.43,0.53,0.17,0.34,0.7,0.31,0.83,0.36,0.49,0.56,0.78,0.65,0.7
echongl.csv,1.0,0.33,0.13,0.24,0.12,0.6,0.0,0.4,0.4,0.9,0.34,0.92,0.34,0.43,0.33,0.82,0.75,1.0
empserver.csv,0.94,0.27,0.14,0.21,0.11,0.7,0.57,0.11,0.38,0.73,0.3,0.87,0.37,0.4,0.69,0.8,0.7,0.92
gdis.csv,0.91,0.39,0.13,0.21,0.21,0.55,0.71,0.24,0.42,0.79,0.48,0.98,0.26,0.52,0.53,0.82,0.66,0.81
gmerlin.csv,0.81,0.0,0.0,0.0,0.22,0.56,0.46,0.17,0.34,0.75,0.3,0.87,0.44,0.59,0.67,0.75,0.93,0.73
growl-for-windows.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.43,0.0,0.6,0.0,0.0,0.0,0.89,0.87,0.0,0.75
mpgravity.csv,0.83,0.4,0.14,0.5,0.14,0.54,0.52,0.15,0.35,0.7,0.32,0.9,0.32,0.42,0.73,0.79,0.68,0.76
myfaces.csv,0.83,0.61,0.17,0.36,0.4,0.6,0.49,0.5,0.57,0.82,0.54,0.92,0.38,0.66,0.71,0.93,0.79,0.89
nativeclient.csv,0.95,0.42,0.12,0.23,0.18,0.6,0.62,0.08,0.35,0.69,0.34,0.91,0.31,0.44,0.57,0.88,0.78,0.8
passwordsafe.csv,0.87,0.45,0.2,0.4,0.14,0.54,0.57,0.19,0.36,0.71,0.47,0.91,0.36,0.67,0.64,0.84,0.67,0.79
phonon-vlc-mplayer.csv,0.81,0.65,0.19,0.75,0.18,0.62,0.58,0.25,0.39,0.74,0.7,0.89,0.31,0.7,0.64,1.0,0.71,0.76
ppcboot.csv,0.81,0.32,0.15,0.23,0.13,0.55,0.71,0.19,0.31,0.72,0.37,0.85,0.34,0.39,0.6,0.81,0.61,0.75
rtrt-on-gpu.csv,0.71,0.07,0.12,0.17,0.14,0.47,0.45,0.55,0.12,0.82,0.27,0.79,0.36,0.27,0.75,0.56,0.55,0.76
sandiaportals.csv,0.82,0.6,0.18,1.0,0.13,0.58,0.67,0.18,0.4,0.7,0.38,0.89,0.32,0.51,0.88,0.93,0.72,0.78
tktoolkit.csv,0.91,0.27,0.27,0.23,0.23,0.51,0.55,0.2,0.32,0.7,0.37,0.83,0.37,0.5,0.63,0.84,0.65,0.68
ultimairis.csv,0.84,0.62,0.12,1.0,0.14,0.58,0.57,0.5,0.5,0.81,0.56,0.88,0.23,0.6,0.94,1.0,0.73,0.78
wikipediardware.csv,0.86,0.3,0.14,0.22,0.16,0.5,0.55,0.19,0.34,0.7,0.3,0.88,0.36,0.38,0.55,0.85,0.63,0.88
