,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.3,0.99,0.51,0.13,0.31,0.35
aztec.csv,0.65,0.21,0.22,0.05,0.18,0.95
mplayer-ce.csv,0.88,0.79,0.61,0.74,0.74,0.34
qmmp.csv,0.88,0.56,0.68,0.19,0.59,0.88
synergyspace.csv,0.02,0.05,0.28,0.03,0.16,0.21
xtreemfs.csv,0.9,0.54,0.3,0.11,0.25,0.98
