,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.74,0.14,0.38,0.39,0.9,0.52
aztec.csv,0.65,0.36,0.12,0.31,0.86,0.6
mplayer-ce.csv,0.66,0.09,0.39,0.6,0.9,0.56
qmmp.csv,0.63,0.15,0.31,0.73,0.88,0.6
synergyspace.csv,0.39,0.27,0.46,0.12,0.55,0.46
xtreemfs.csv,0.71,0.21,0.35,0.39,0.9,0.62
