,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.73,0.08,0.26,0.68,0.94,0.54
aztec.csv,0.57,0.23,0.12,0.8,0.96,0.44
mplayer-ce.csv,0.53,0.05,0.26,0.51,0.87,0.57
qmmp.csv,0.51,0.08,0.2,0.78,0.89,0.46
synergyspace.csv,0.92,0.29,0.36,0.67,0.93,0.6
xtreemfs.csv,0.55,0.12,0.29,0.71,0.95,0.46
