,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.75,1.0,0.69,0.27,0.86,0.5
aztec.csv,0.77,0.79,0.12,0.19,0.78,0.92
mplayer-ce.csv,0.89,0.5,0.81,0.75,0.93,0.55
qmmp.csv,0.82,0.62,0.65,0.68,0.87,0.89
synergyspace.csv,0.25,0.25,0.62,0.06,0.39,0.37
xtreemfs.csv,1.0,0.88,0.46,0.27,0.86,0.99
