,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.63,0.89,0.33,0.54,0.65,0.7,0.5,0.35,0.45,0.26
ffigo.csv,0.7,0.97,0.28,0.56,0.45,0.11,0.0,0.78,0.56,0.12
ildjit.csv,0.7,0.0,0.73,0.16,0.47,0.13,0.0,0.25,0.26,0.19
proftp.csv,0.38,0.97,0.17,0.78,0.11,0.09,0.43,0.49,0.53,0.02
skia.csv,0.96,0.73,0.2,0.72,0.39,0.61,0.84,0.4,0.7,0.65
tencompetence.csv,0.0,0.0,0.2,0.04,0.23,0.49,0.4,0.19,0.39,0.79
theresa.csv,0.93,0.94,0.28,0.56,0.44,0.24,0.72,0.36,0.52,0.1
wxjs.csv,0.0,0.0,0.0,0.37,0.0,0.01,0.95,0.0,0.16,0.07
xstore.csv,0.67,0.89,0.27,0.37,0.65,0.57,0.42,0.67,0.6,0.39
