,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,98.5,98.5,198.0,284.5
jlinalg.csv,99.0,99.0,495.0,374.0
qmmp.csv,99.0,99.0,297.0,188.0
yale.csv,85.5,99.0,582.5,1307.5
