,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.9,0.79,0.22,0.62
jlinalg.csv,0.98,0.54,0.16,0.6
qmmp.csv,0.93,0.55,0.23,0.81
yale.csv,0.92,0.51,0.25,0.4
