,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,megameknet.csv,fityk.csv,ondex.csv,fleet-simulator.csv,duplicati.csv,xamj.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
smartgwt.csv,0.69,0.47,0.54,0.44,0.64,0.51,0.51,0.36,0.52,0.35,0.41,0.61,0.7,0.45,0.53,0.92,0.45,0.47,0.53,0.65,0.54,0.41,0.48,0.54,0.37,0.51,0.7,0.54,0.24,0.52,0.69,0.79,0.43,0.56,0.6,0.49,0.48,0.56,0.36,0.36,0.55,0.43,0.34,0.69,0.58,0.32,0.63,0.37,0.4,0.93,0.38,0.54,0.73,0.62,0.45,0.65,0.56,0.31,0.46,0.55,0.38,0.5,0.47,0.46
smbopensoft.csv,0.4,0.35,0.36,0.38,0.54,0.35,0.38,0.4,0.45,0.42,0.39,0.47,0.47,0.35,0.41,0.46,0.56,0.34,0.35,0.37,0.35,0.46,0.43,0.42,0.5,0.42,0.51,0.42,0.26,0.71,0.4,0.49,0.33,0.4,0.39,0.4,0.48,0.31,0.59,0.34,0.4,0.41,0.3,0.45,0.34,0.65,0.47,0.38,0.32,0.36,0.33,0.41,0.35,0.35,0.31,0.34,0.37,0.36,0.43,0.41,0.64,0.44,0.42,0.4
somap.csv,0.35,0.4,0.39,0.37,0.55,0.32,0.37,0.35,0.38,0.3,0.4,0.47,0.47,0.34,0.35,0.43,0.35,0.33,0.33,0.36,0.38,0.42,0.45,0.38,0.43,0.39,0.47,0.46,0.26,0.49,0.39,0.43,0.38,0.44,0.37,0.37,0.44,0.31,0.43,0.34,0.41,0.41,0.29,0.42,0.4,0.31,0.49,0.36,0.31,0.34,0.38,0.46,0.37,0.35,0.36,0.32,0.36,0.46,0.45,0.41,0.39,0.41,0.45,0.4
sqlpower-library.csv,0.38,0.35,0.38,0.36,0.56,0.39,0.35,0.34,0.43,0.27,0.39,0.48,0.5,0.33,0.4,0.39,0.37,0.36,0.48,0.34,0.39,0.41,0.44,0.45,0.46,0.39,0.45,0.44,0.26,0.49,0.57,0.43,0.43,0.43,0.37,0.38,0.43,0.31,0.43,0.39,0.46,0.39,0.3,0.43,0.37,0.63,0.47,0.35,0.31,0.38,0.32,0.53,0.44,0.37,0.41,0.31,0.37,0.34,0.46,0.47,0.38,0.4,0.47,0.58
stuproa-cims.csv,0.77,0.47,0.5,0.46,0.8,0.39,0.49,0.92,0.56,0.75,0.67,0.45,0.47,0.34,0.7,0.93,0.59,0.33,0.4,0.33,0.55,0.95,0.92,0.51,0.62,0.45,0.54,0.88,0.27,0.8,0.48,0.5,0.41,0.44,0.37,0.39,0.92,0.31,0.75,0.44,0.55,0.89,0.43,0.38,0.47,0.28,0.49,0.78,0.36,0.86,0.39,0.42,0.37,0.34,0.35,0.47,0.37,0.55,0.73,0.52,0.58,0.49,0.58,0.41
taverna.csv,0.75,0.92,0.55,0.5,0.95,0.0,0.5,0.75,0.95,0.0,0.88,0.89,0.0,0.67,0.5,0.92,0.83,0.0,0.5,0.69,0.5,0.92,0.83,0.95,0.5,0.64,0.89,0.89,0.0,0.89,0.66,0.0,0.0,0.0,0.0,0.8,0.85,0.75,0.78,0.9,0.88,0.62,0.0,0.67,0.0,0.89,0.5,0.8,0.92,0.89,0.76,0.5,0.75,0.94,0.67,0.67,0.98,0.5,0.98,0.94,0.83,0.96,0.98,0.5
thout.csv,0.42,0.42,0.48,0.54,0.59,0.37,0.41,0.49,0.69,0.47,0.43,0.59,0.94,0.5,0.37,0.41,0.37,0.33,0.45,0.4,0.4,0.55,0.59,0.4,0.95,0.39,0.5,0.75,0.27,0.55,0.52,0.49,0.47,0.49,0.39,0.54,0.56,0.34,0.5,0.37,0.45,0.58,0.31,0.42,0.38,0.45,0.52,0.43,0.32,0.36,0.43,0.52,0.5,0.41,0.48,0.33,0.38,0.42,0.52,0.49,0.53,0.42,0.45,0.53
tigermud.csv,0.58,0.53,0.48,0.97,0.89,0.43,0.53,0.37,0.63,0.0,0.59,0.52,0.66,0.71,0.49,0.86,0.61,0.34,0.42,0.61,0.49,0.97,0.92,0.46,0.0,0.56,0.6,0.73,0.26,0.94,0.75,0.62,0.53,0.53,0.36,0.48,0.89,0.43,0.95,0.38,0.63,0.95,0.65,0.43,0.59,0.47,0.63,0.61,0.44,0.47,0.48,0.51,0.46,0.47,0.61,0.82,0.46,0.61,0.64,0.58,0.78,0.62,0.38,0.47
triplea.csv,0.49,0.38,0.43,0.44,0.56,0.4,0.5,0.58,0.45,0.96,0.56,0.62,0.52,0.35,0.44,0.46,0.78,0.41,0.39,0.31,0.59,0.51,0.45,0.44,0.47,0.41,0.46,0.67,0.97,0.59,0.39,0.53,0.65,0.4,0.41,0.42,0.46,0.44,0.5,0.35,0.46,0.44,0.5,0.52,0.58,0.59,0.58,0.46,0.37,0.3,0.36,0.58,0.41,0.36,0.51,0.39,0.35,0.54,0.47,0.55,0.89,0.47,0.59,0.48
uface.csv,0.36,0.35,0.36,0.34,0.59,0.29,0.39,0.34,0.4,0.27,0.4,0.46,0.48,0.31,0.37,0.38,0.4,0.4,0.44,0.32,0.37,0.41,0.43,0.38,0.46,0.37,0.44,0.45,0.25,0.47,0.45,0.42,0.36,0.41,0.35,0.32,0.42,0.29,0.38,0.34,0.41,0.4,0.28,0.42,0.32,0.44,0.47,0.35,0.31,0.39,0.35,0.42,0.37,0.34,0.36,0.31,0.33,0.33,0.37,0.38,0.44,0.41,0.41,0.36
unbvision.csv,0.43,0.36,0.75,0.44,0.51,0.42,0.5,0.52,0.42,0.28,0.42,0.5,0.71,0.39,0.47,0.77,0.93,0.75,0.94,0.9,0.86,0.44,0.4,0.61,0.41,0.56,0.43,0.5,0.81,0.49,0.56,0.46,0.86,0.64,0.45,0.38,0.49,0.67,0.42,0.69,0.48,0.45,0.38,0.82,0.85,0.5,0.5,0.41,0.36,0.8,0.34,0.65,0.43,0.42,0.61,0.46,0.35,0.88,0.41,0.69,0.68,0.48,0.69,0.92
v8.csv,0.99,0.72,0.49,0.46,0.57,0.49,0.51,0.94,0.48,0.3,0.95,0.79,0.89,0.51,0.61,0.43,0.43,0.41,0.5,0.36,0.93,0.57,0.8,0.64,0.74,0.83,0.47,0.89,0.86,0.49,0.39,0.54,0.4,0.46,0.75,0.94,0.77,0.36,0.52,0.46,0.69,0.55,0.44,0.5,0.58,0.65,0.58,0.51,0.4,0.55,0.67,0.83,0.54,0.78,0.77,0.78,0.6,0.55,0.97,0.7,0.45,0.47,0.7,0.55
x-ray-mule.csv,0.85,0.77,0.87,0.76,0.98,0.75,0.8,0.58,0.94,0.43,0.95,0.97,0.86,0.93,0.82,0.96,0.49,0.86,0.82,0.9,0.61,0.86,0.92,0.99,0.67,0.7,0.0,0.93,0.0,0.56,0.52,0.5,0.62,0.92,0.5,0.93,0.77,0.93,0.89,0.6,0.76,0.81,0.86,0.9,0.77,0.99,0.72,0.92,0.7,0.73,0.91,0.99,0.8,0.98,0.96,0.73,0.98,0.42,0.87,0.78,0.77,0.73,0.97,0.85
xamj.csv,0.41,0.53,0.47,0.41,0.5,0.35,0.37,0.34,0.53,0.58,0.61,0.48,0.51,0.35,0.41,0.43,0.39,0.35,0.36,0.35,0.47,0.45,0.44,0.42,0.67,0.46,0.56,0.49,0.91,0.49,0.57,0.44,0.46,0.46,0.35,0.36,0.46,0.4,0.43,0.34,0.43,0.47,0.34,0.42,0.41,0.91,0.48,0.37,0.67,0.59,0.42,0.49,0.42,0.35,0.37,0.34,0.38,0.35,0.45,0.45,0.62,0.51,0.54,0.68
