,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,megameknet.csv,fityk.csv,ondex.csv,fleet-simulator.csv,duplicati.csv,xamj.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
encog-java.csv,0.75,0.11,0.07,0.35,0.31,0.27,0.07,0.23,0.05,0.63,0.0,0.13,0.29,0.72,0.1,0.18,0.3,0.11,0.47,0.84,0.16,0.17,0.19,0.18,0.2,0.52,0.07,0.15,0.41,0.38,0.18,0.53,0.22,0.23,0.41,0.43,0.34,0.07,0.3,0.25,0.31,0.33,0.1,0.07,0.45,0.05,0.19,0.13,0.28,0.61,0.19,0.3,0.38,0.33,0.22,0.51,0.42,0.29,0.11,0.24,0.24,0.12,0.15,0.11
fbmanager.csv,0.0,0.0,0.04,0.0,0.0,0.47,0.0,0.05,0.0,0.0,0.0,0.22,0.0,0.52,0.47,0.0,0.38,0.05,0.0,0.7,0.19,0.0,0.0,0.0,0.0,0.05,0.7,0.47,0.0,0.5,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.11,0.34,0.0,0.09,0.05,0.01,0.23,0.0,0.0,0.62,0.0,0.38,0.0,0.28,0.3
fido.csv,0.06,0.07,0.13,0.0,0.0,0.26,0.0,0.48,0.02,0.0,0.51,0.09,0.29,0.33,0.29,0.01,0.44,0.46,0.07,0.0,0.5,0.0,0.01,0.53,0.0,0.05,0.0,0.0,0.06,0.0,0.06,0.15,0.17,0.0,0.21,0.0,0.0,0.15,0.0,0.44,0.0,0.02,0.0,0.0,0.24,0.01,0.0,0.0,0.07,0.38,0.12,0.5,0.13,0.07,0.14,0.05,0.07,0.98,0.04,0.24,0.0,0.01,0.28,0.77
fityk.csv,0.3,0.51,0.55,0.63,0.64,0.54,0.17,0.45,0.73,0.45,0.53,0.58,0.49,0.59,0.55,0.29,0.59,0.34,0.68,0.87,0.35,0.58,0.4,0.59,0.31,0.58,0.88,0.39,0.79,0.44,0.3,0.59,0.43,0.33,0.44,0.3,0.57,0.55,0.63,0.61,0.63,0.36,0.43,0.43,0.4,0.27,0.6,0.66,0.28,0.16,0.0,0.64,0.66,0.61,0.58,0.42,0.55,0.28,0.6,0.46,0.62,0.5,0.37,0.29
fleet-simulator.csv,0.5,0.73,0.59,0.68,0.0,0.39,0.66,0.45,0.58,0.09,0.05,0.62,0.72,0.69,0.37,0.0,0.52,0.63,0.5,0.43,0.44,0.6,0.66,0.61,0.32,0.17,0.13,0.61,0.05,0.65,0.59,0.47,0.42,0.57,0.21,0.6,0.58,0.42,0.63,0.52,0.73,0.49,0.61,0.35,0.56,0.39,0.57,0.5,0.05,0.95,0.0,0.66,0.77,0.33,0.54,0.0,0.36,0.43,0.73,0.58,0.52,0.66,0.66,0.81
fluent-nhibernate.csv,0.35,0.27,0.34,0.32,0.1,0.18,0.62,0.46,0.13,0.02,0.25,0.52,0.35,0.74,0.29,0.59,0.23,0.64,0.47,0.0,0.57,0.48,0.36,0.24,0.0,0.26,0.0,0.63,0.41,0.52,0.35,0.28,0.4,0.13,0.51,0.0,0.15,0.32,0.3,0.45,0.4,0.22,0.22,0.57,0.45,0.16,0.43,0.19,0.31,0.05,0.33,0.3,0.16,0.55,0.35,0.54,0.58,0.29,0.59,0.36,0.24,0.63,0.92,0.43
freenet.csv,0.55,0.55,0.62,0.56,0.55,0.71,0.56,0.55,0.63,0.11,0.64,0.6,0.58,0.63,0.71,0.2,0.65,0.38,0.53,0.52,0.41,0.49,0.23,0.5,0.37,0.35,0.42,0.27,0.55,0.57,0.44,0.63,0.0,0.17,0.58,0.54,0.56,0.56,0.51,0.62,0.44,0.49,0.51,0.71,0.38,0.65,0.63,0.53,0.53,0.49,0.88,0.56,0.61,0.64,0.5,0.59,0.64,0.69,0.68,0.61,0.8,0.68,0.72,0.7
galaxium.csv,0.5,0.71,0.42,0.69,0.41,0.23,0.77,0.55,0.55,0.09,0.55,0.63,0.64,0.52,0.44,0.44,0.3,0.49,0.27,0.0,0.57,0.58,0.43,0.54,0.37,0.64,0.12,0.37,0.71,0.61,0.0,0.63,0.0,0.43,0.5,0.68,0.59,0.75,0.7,0.38,0.7,0.62,0.26,0.62,0.9,0.55,0.63,0.52,0.57,0.78,0.58,0.63,0.75,0.48,0.51,0.76,0.62,0.29,0.63,0.58,0.38,0.73,0.48,0.23
geogebra.csv,0.54,0.37,0.44,0.58,0.69,0.45,0.72,0.59,0.47,0.04,0.69,0.37,0.4,0.71,0.59,0.3,0.49,0.66,0.44,0.75,0.12,0.62,0.6,0.49,0.4,0.29,0.07,0.15,0.2,0.44,0.4,0.52,0.47,0.2,0.69,0.76,0.57,0.42,0.66,0.27,0.64,0.62,0.61,0.7,0.43,0.43,0.62,0.48,0.49,0.44,0.56,0.67,0.51,0.61,0.46,0.56,0.7,0.28,0.49,0.51,0.45,0.69,0.82,0.61
google-caja.csv,0.24,0.67,0.29,0.05,0.58,0.28,0.73,0.38,0.56,0.17,0.69,0.68,0.65,0.69,0.61,0.55,0.21,0.66,0.24,0.43,0.52,0.7,0.57,0.6,0.33,0.46,0.43,0.29,0.33,0.71,0.47,0.62,0.0,0.41,0.56,0.57,0.66,0.2,0.7,0.76,0.32,0.65,0.61,0.7,0.36,0.13,0.61,0.62,0.17,0.8,0.0,0.36,0.59,0.54,0.49,0.46,0.66,0.13,0.76,0.56,0.77,0.55,0.77,0.78
h2database.csv,0.56,0.73,0.13,0.62,0.22,0.18,0.13,0.34,0.11,0.31,0.09,0.49,0.53,0.69,0.1,0.21,0.19,0.2,0.46,0.38,0.12,0.42,0.26,0.42,0.09,0.05,0.04,0.3,0.6,0.58,0.27,0.73,0.33,0.13,0.37,0.44,0.29,0.15,0.18,0.1,0.56,0.26,0.1,0.0,0.45,0.13,0.35,0.24,0.47,0.11,0.25,0.43,0.26,0.42,0.27,0.42,0.46,0.29,0.65,0.26,0.24,0.37,0.73,0.6
haphazard.csv,0.51,0.26,0.5,0.37,0.19,0.57,0.23,0.41,0.29,0.04,0.37,0.44,0.47,0.22,0.28,0.15,0.52,0.53,0.45,0.36,0.42,0.13,0.44,0.27,0.15,0.38,0.13,0.11,0.13,0.09,0.38,0.62,0.29,0.55,0.6,0.43,0.37,0.37,0.41,0.31,0.23,0.34,0.43,0.57,0.52,0.49,0.36,0.43,0.25,0.92,0.53,0.37,0.0,0.5,0.31,0.4,0.43,0.5,0.14,0.25,0.44,0.43,0.07,0.05
hibernate.csv,0.6,0.05,0.38,0.13,0.52,0.5,0.66,0.42,0.3,0.21,0.25,0.52,0.44,0.63,0.63,0.39,0.24,0.38,0.42,0.8,0.3,0.65,0.52,0.37,0.0,0.13,0.13,0.13,0.13,0.68,0.51,0.56,0.41,0.34,0.55,0.3,0.64,0.59,0.54,0.54,0.3,0.53,0.61,0.3,0.64,0.17,0.68,0.58,0.56,0.46,0.0,0.64,0.54,0.54,0.59,0.64,0.68,0.73,0.69,0.6,0.62,0.6,0.52,0.61
hydrate.csv,0.66,0.45,0.52,0.39,0.34,0.44,0.38,0.61,0.36,0.4,0.21,0.61,0.34,0.68,0.61,0.55,0.51,0.39,0.53,0.57,0.5,0.38,0.23,0.64,0.0,0.54,0.09,0.21,0.79,0.44,0.37,0.57,0.35,0.39,0.56,0.75,0.27,0.65,0.56,0.67,0.68,0.45,0.36,0.69,0.74,0.17,0.51,0.43,0.34,0.52,0.0,0.54,0.54,0.64,0.35,0.46,0.56,0.48,0.74,0.52,0.45,0.59,0.4,0.41
itext.csv,0.54,0.69,0.46,0.2,0.31,0.65,0.6,0.67,0.65,0.19,0.41,0.61,0.65,0.62,0.6,0.46,0.6,0.55,0.05,0.52,0.62,0.57,0.5,0.6,0.34,0.37,0.55,0.18,0.31,0.71,0.49,0.62,0.0,0.42,0.66,0.41,0.51,0.63,0.72,0.26,0.55,0.59,0.54,0.75,0.35,0.76,0.71,0.51,0.52,0.69,0.67,0.52,0.57,0.62,0.5,0.59,0.66,0.7,0.51,0.63,0.64,0.71,0.63,0.48
ivef-sdk.csv,0.43,0.49,0.43,0.43,0.0,0.26,0.31,0.45,0.46,0.0,0.49,0.36,0.37,0.41,0.2,0.42,0.47,0.15,0.22,0.62,0.48,0.56,0.61,0.6,0.64,0.48,1.0,0.25,0.06,0.53,0.52,0.0,0.0,0.33,0.0,0.75,0.5,0.45,0.59,0.44,0.47,0.48,0.22,0.07,0.62,0.27,0.35,0.57,0.6,0.0,0.0,0.38,0.0,0.33,0.55,0.42,0.26,0.42,0.5,0.51,0.33,0.42,0.21,0.27
jaql.csv,0.71,0.56,0.27,0.73,0.44,0.35,0.3,0.49,0.13,0.49,0.17,0.24,0.45,0.69,0.63,0.32,0.23,0.55,0.54,0.79,0.3,0.25,0.12,0.51,0.09,0.34,0.0,0.15,0.33,0.46,0.35,0.67,0.4,0.38,0.38,0.43,0.15,0.52,0.25,0.43,0.47,0.15,0.28,0.54,0.45,0.18,0.47,0.48,0.61,0.7,0.15,0.38,0.44,0.59,0.15,0.75,0.63,0.29,0.46,0.29,0.45,0.74,0.62,0.22
jmri.csv,0.53,0.4,0.51,0.56,0.51,0.41,0.3,0.56,0.62,0.19,0.53,0.6,0.48,0.66,0.61,0.39,0.16,0.3,0.43,0.68,0.16,0.53,0.33,0.67,0.2,0.13,0.61,0.45,0.6,0.51,0.35,0.53,0.37,0.17,0.31,0.36,0.42,0.5,0.15,0.33,0.56,0.52,0.22,0.07,0.38,0.37,0.59,0.6,0.31,0.09,0.0,0.46,0.37,0.45,0.53,0.56,0.51,0.48,0.58,0.52,0.24,0.52,0.74,0.24
jython.csv,0.32,0.28,0.17,0.26,0.36,0.0,0.47,0.32,0.0,0.36,0.17,0.54,0.44,0.65,0.0,0.44,0.16,0.35,0.26,0.38,0.33,0.49,0.36,0.21,0.67,0.35,0.53,0.13,0.89,0.5,0.18,0.43,0.32,0.5,0.42,0.22,0.44,0.69,0.34,0.25,0.32,0.55,0.4,0.32,0.24,0.39,0.19,0.52,0.58,0.0,0.0,0.29,0.49,0.48,0.4,0.53,0.55,0.0,0.32,0.26,0.47,0.55,0.52,0.5
k3b.csv,0.45,0.46,0.59,0.32,0.35,0.61,0.49,0.62,0.57,0.05,0.69,0.48,0.44,0.32,0.64,0.4,0.65,0.37,0.52,0.62,0.43,0.7,0.64,0.53,0.3,0.09,0.13,0.17,0.36,0.62,0.31,0.54,0.62,0.5,0.35,0.43,0.66,0.55,0.62,0.5,0.42,0.72,0.0,0.73,0.68,0.4,0.63,0.63,0.31,0.0,0.58,0.55,0.59,0.59,0.46,0.34,0.64,0.5,0.47,0.58,0.57,0.57,0.17,0.23
kdenlive.csv,0.63,0.73,0.54,0.69,0.42,0.49,0.73,0.57,0.56,0.09,0.64,0.68,0.62,0.71,0.6,0.47,0.39,0.45,0.67,0.6,0.27,0.72,0.55,0.55,0.3,0.62,0.22,0.39,0.05,0.77,0.48,0.56,0.48,0.49,0.63,0.71,0.59,0.6,0.65,0.73,0.76,0.66,0.58,0.78,0.77,0.74,0.71,0.63,0.46,0.78,0.65,0.63,0.74,0.71,0.42,0.53,0.48,0.54,0.8,0.56,0.61,0.77,0.8,0.61
lamp.csv,0.65,0.52,0.65,0.57,0.35,0.49,0.68,0.63,0.75,0.16,0.66,0.35,0.62,0.27,0.57,0.21,0.6,0.58,0.67,0.21,0.36,0.7,0.65,0.56,0.42,0.18,0.13,0.11,0.21,0.0,0.0,0.72,0.58,0.2,0.64,0.8,0.65,0.57,0.35,0.54,0.52,0.4,0.0,0.72,0.8,0.81,0.67,0.57,0.36,0.73,0.39,0.65,0.62,0.65,0.53,0.37,0.61,0.49,0.28,0.59,0.74,0.65,0.77,0.62
mecat.csv,0.09,0.02,0.04,0.2,0.31,0.18,0.0,0.13,0.28,0.43,0.09,0.02,0.06,0.22,0.2,0.01,0.31,0.0,0.41,0.98,0.0,0.2,0.1,0.07,0.23,0.05,0.07,0.04,0.17,0.42,0.1,0.15,0.05,0.11,0.07,0.77,0.26,0.19,0.49,0.22,0.05,0.17,0.0,0.11,0.0,0.04,0.29,0.21,0.11,0.0,0.11,0.18,0.28,0.07,0.09,0.13,0.1,0.0,0.0,0.1,0.24,0.28,0.28,0.01
mediaportal.csv,0.54,0.62,0.17,0.31,0.17,0.18,0.39,0.23,0.46,0.0,0.25,0.52,0.4,0.65,0.47,0.0,0.11,0.11,0.41,0.7,0.07,0.25,0.21,0.13,0.04,0.05,0.04,0.04,0.33,0.09,0.1,0.62,0.1,0.24,0.67,0.0,0.26,0.39,0.07,0.21,0.53,0.25,0.29,0.22,0.24,0.69,0.47,0.11,0.21,0.11,0.31,0.33,0.44,0.37,0.27,0.35,0.59,0.0,0.46,0.29,0.24,0.37,0.69,0.32
megameknet.csv,0.57,0.63,0.47,0.53,0.47,0.53,0.59,0.56,0.67,0.17,0.57,0.66,0.6,0.65,0.45,0.42,0.56,0.58,0.6,0.75,0.35,0.58,0.39,0.55,0.51,0.5,0.13,0.71,0.96,0.39,0.6,0.13,0.0,0.37,0.46,0.43,0.53,0.58,0.61,0.63,0.32,0.36,0.45,0.56,0.36,0.76,0.64,0.49,0.51,0.39,0.0,0.67,0.68,0.68,0.51,0.72,0.27,0.64,0.74,0.54,0.43,0.66,0.71,0.66
myfaces.csv,0.62,0.69,0.49,0.65,0.59,0.42,0.48,0.51,0.62,0.38,0.6,0.46,0.66,0.7,0.42,0.44,0.5,0.43,0.75,0.62,0.22,0.46,0.36,0.6,0.31,0.34,0.29,0.11,0.26,0.59,0.53,0.62,0.44,0.27,0.66,0.72,0.6,0.43,0.52,0.33,0.65,0.45,0.4,0.37,0.66,0.76,0.57,0.57,0.59,0.72,0.54,0.65,0.7,0.52,0.55,0.45,0.58,0.52,0.43,0.57,0.71,0.61,0.77,0.66
ninject.csv,0.56,0.47,0.57,0.47,0.47,0.54,0.52,0.71,0.59,0.04,0.64,0.62,0.63,0.28,0.65,0.38,0.52,0.69,0.61,0.37,0.33,0.31,0.41,0.59,0.22,0.29,0.26,0.57,0.06,0.35,0.1,0.52,0.49,0.54,0.53,0.23,0.5,0.67,0.65,0.49,0.57,0.5,0.53,0.7,0.39,0.78,0.5,0.5,0.3,0.0,0.64,0.6,0.54,0.63,0.44,0.42,0.64,0.52,0.6,0.43,0.97,0.5,0.62,0.52
nodal.csv,0.34,0.48,0.57,0.43,0.57,0.48,0.73,0.6,0.34,0.01,0.69,0.56,0.53,0.39,0.54,0.07,0.36,0.71,0.64,0.34,0.22,0.57,0.4,0.58,0.29,0.59,0.15,0.7,0.25,0.43,0.44,0.54,0.45,0.11,0.56,0.75,0.5,0.52,0.46,0.41,0.7,0.39,0.32,0.3,0.78,0.71,0.55,0.43,0.36,0.0,0.6,0.39,0.57,0.54,0.55,0.23,0.62,0.52,0.63,0.54,0.45,0.66,0.74,0.74
ondex.csv,0.49,0.63,0.27,0.41,0.27,0.63,0.24,0.43,0.39,0.02,0.49,0.53,0.56,0.22,0.2,0.28,0.29,0.2,0.48,0.7,0.55,0.52,0.39,0.55,0.48,0.18,0.07,0.24,0.23,0.32,0.4,0.53,0.45,0.07,0.33,0.51,0.44,0.32,0.25,0.26,0.63,0.4,0.44,0.18,0.34,0.17,0.33,0.52,0.52,0.31,0.76,0.62,0.16,0.53,0.43,0.41,0.46,0.46,0.64,0.43,0.6,0.45,0.52,0.36
onotoa.csv,0.02,0.24,0.38,0.29,0.11,0.27,0.11,0.29,0.46,0.02,0.37,0.46,0.39,0.16,0.2,0.59,0.0,0.2,0.22,0.0,0.4,0.32,0.34,0.52,0.59,0.5,0.36,0.52,0.31,0.09,0.32,0.48,0.41,0.04,0.29,0.0,0.36,0.22,0.04,0.17,0.32,0.36,0.13,0.0,0.22,0.23,0.14,0.44,0.46,0.16,0.0,0.36,0.23,0.24,0.62,0.25,0.17,0.46,0.35,0.43,0.0,0.09,0.15,0.46
opentibia.csv,0.65,0.52,0.54,0.42,0.45,0.47,0.65,0.47,0.53,0.13,0.63,0.62,0.66,0.63,0.48,0.43,0.49,0.66,0.57,0.36,0.61,0.49,0.78,0.44,0.33,0.54,0.07,0.61,0.0,0.37,0.25,0.67,0.49,0.0,0.54,0.0,0.58,0.45,0.48,0.48,0.56,0.55,0.49,0.51,0.55,0.7,0.62,0.49,0.43,0.0,0.0,0.67,0.51,0.55,0.57,0.51,0.5,0.53,0.61,0.61,0.62,0.5,0.3,0.47
paintown.csv,0.13,0.35,0.49,0.05,0.13,0.0,0.47,0.52,0.53,0.0,0.53,0.35,0.17,0.36,0.0,0.47,0.05,0.29,0.63,0.09,0.53,0.56,0.5,0.26,0.57,0.32,0.67,0.39,0.5,0.47,0.09,0.5,0.0,0.34,0.52,0.3,0.71,0.55,0.48,0.0,0.4,0.53,0.64,0.52,0.47,0.17,0.17,0.6,0.38,0.0,0.0,0.17,0.24,0.57,0.56,0.17,0.59,0.45,0.41,0.46,0.0,0.26,0.2,0.09
poormans.csv,0.72,0.38,0.2,0.55,0.49,0.18,0.53,0.23,0.56,0.48,0.39,0.56,0.5,0.8,0.53,0.41,0.09,0.3,0.44,0.96,0.12,0.38,0.38,0.34,0.16,0.22,0.39,0.34,0.49,0.38,0.21,0.0,0.1,0.24,0.0,0.86,0.31,0.6,0.32,0.36,0.61,0.43,0.47,0.63,0.64,0.28,0.37,0.38,0.48,0.07,0.65,0.43,0.54,0.61,0.31,0.76,0.21,0.0,0.76,0.24,0.0,0.54,0.46,0.11
powerfolder.csv,0.59,0.59,0.42,0.59,0.26,0.52,0.04,0.52,0.42,0.52,0.09,0.21,0.52,0.77,0.27,0.29,0.51,0.39,0.69,0.36,0.16,0.56,0.41,0.24,0.32,0.23,0.07,0.23,0.27,0.56,0.66,0.15,0.41,0.54,0.15,0.43,0.48,0.26,0.61,0.23,0.53,0.55,0.41,0.07,0.97,0.38,0.5,0.45,0.21,0.4,0.19,0.43,0.42,0.27,0.51,0.35,0.35,0.67,0.39,0.48,0.58,0.38,0.57,0.48
projectfactory.csv,0.73,0.62,0.49,0.44,0.37,0.58,0.52,0.61,0.44,0.67,0.33,0.49,0.44,0.56,0.45,0.53,0.57,0.5,0.56,0.58,0.36,0.42,0.57,0.51,0.2,0.47,0.11,0.51,0.0,0.61,0.62,0.51,0.33,0.57,0.56,0.76,0.53,0.51,0.57,0.26,0.58,0.68,0.45,0.59,0.78,0.42,0.58,0.45,0.67,0.93,0.0,0.57,0.56,0.49,0.42,0.49,0.45,0.56,0.36,0.51,0.62,0.64,0.66,0.49
pydev.csv,0.55,0.7,0.47,0.61,0.57,0.3,0.47,0.54,0.54,0.0,0.54,0.59,0.4,0.67,0.27,0.42,0.27,0.42,0.73,0.59,0.35,0.52,0.4,0.57,0.42,0.63,0.12,0.4,0.59,0.6,0.44,0.54,0.47,0.31,0.5,0.57,0.51,0.42,0.65,0.44,0.55,0.52,0.2,0.18,0.54,0.31,0.61,0.53,0.58,0.57,0.0,0.47,0.61,0.43,0.53,0.67,0.56,0.75,0.54,0.63,0.31,0.66,0.17,0.46
raven-monitoring.csv,0.6,0.47,0.68,0.47,0.09,0.65,0.57,0.49,0.34,0.01,0.17,0.45,0.51,0.58,0.63,0.21,0.61,0.67,0.61,0.52,0.44,0.09,0.33,0.58,0.09,0.52,0.26,0.71,0.0,0.36,0.32,0.61,0.55,0.51,0.53,0.71,0.43,0.64,0.39,0.58,0.47,0.32,0.42,0.27,0.43,0.74,0.56,0.37,0.62,0.0,0.72,0.63,0.24,0.69,0.36,0.52,0.53,0.53,0.56,0.45,0.61,0.56,0.58,0.48
retromenu.csv,0.24,0.32,0.2,0.34,0.46,0.27,0.24,0.3,0.38,0.02,0.52,0.37,0.4,0.8,0.29,0.56,0.27,0.5,0.2,0.0,0.46,0.35,0.55,0.38,0.0,0.09,0.09,0.04,0.0,0.24,0.3,0.29,0.18,0.32,0.31,0.0,0.15,0.23,0.34,0.7,0.36,0.35,0.07,0.07,0.45,0.05,0.35,0.21,0.49,0.23,0.12,0.54,0.35,0.31,0.04,0.58,0.54,0.29,0.07,0.15,0.24,0.51,0.69,0.44
runuomondains.csv,0.57,0.46,0.57,0.58,0.26,0.58,0.5,0.43,0.49,0.04,0.63,0.61,0.6,0.6,0.46,0.38,0.16,0.43,0.56,0.68,0.22,0.53,0.36,0.68,0.19,0.25,0.54,0.41,0.74,0.69,0.51,0.76,0.51,0.24,0.48,0.44,0.49,0.5,0.21,0.3,0.54,0.6,0.46,0.34,0.46,0.84,0.61,0.39,0.46,0.31,0.88,0.67,0.48,0.55,0.55,0.7,0.67,0.72,0.46,0.54,0.62,0.66,0.74,0.66
