,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,megameknet.csv,fityk.csv,ondex.csv,fleet-simulator.csv,duplicati.csv,xamj.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
algebsql.csv,67.0,34.0,2.0,2.0,0.0,2.0,7.0,0.0,0.0,1.0,13.0,2.0,12.0,2.0,0.0,2.0,1.0,0.0,2.0,15.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,7.0,2.0,1.0,3.0,14.0,3.0,0.0,1.0,1.0,13.0,0.0,2.0,10.0,82.0,30.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,23.0,12.0,18.0,7.0,59.0,2.0,19.0,0.0
bochs.csv,59.0,20.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,2.0,13.0,2.0,36.0,8.0,0.0,2.0,4.0,1.0,2.0,35.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,0.0,2.0,2.0,26.0,0.0,1.0,6.0,81.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,22.0,39.0,29.0,10.0,15.0,7.0,30.0,0.0
boost-sandbox.csv,58.0,14.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,15.0,27.0,2.0,9.0,10.0,7.0,2.0,1.0,1.0,2.0,7.0,2.0,1.0,0.0,14.0,0.0,5.0,0.0,5.0,5.0,4.0,4.0,1.0,1.0,0.0,3.0,21.0,10.0,0.0,1.0,2.0,13.0,1.0,4.0,6.0,66.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,23.0,15.0,0.0,33.0,10.0,1.0,10.0,0.0
botsnscouts.csv,7.0,7.0,0.0,4.0,0.0,0.0,5.0,0.0,1.0,2.0,4.0,6.0,20.0,13.0,19.0,0.0,0.0,1.0,2.0,17.0,2.0,3.0,1.0,8.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,2.0,13.0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,4.0,60.0,2.0,3.0,0.0,3.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,1.0,16.0,4.0,10.0,21.0,1.0,34.0,1.0
bscwweasel.csv,25.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,8.0,9.0,2.0,1.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,27.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,1.0,15.0,2.0,8.0,1.0,7.0,0.0
bzbyte.csv,375.0,419.0,3.0,240.0,208.0,0.0,7.0,0.0,217.0,1.0,13.0,2.0,37.0,13.0,8.0,147.0,6.0,1.0,104.0,22.0,3.0,0.0,1.0,456.0,49.0,4.0,1.0,10.0,169.0,4.0,1.0,66.0,0.0,0.0,1.0,56.0,3.0,52.0,1.0,104.0,350.0,0.0,1.0,63.0,71.0,387.0,306.0,0.0,195.0,6.0,0.0,338.0,0.0,0.0,0.0,8.0,636.0,12.0,41.0,561.0,33.0,395.0,39.0,0.0
capcode.csv,53.0,15.0,3.0,10.0,0.0,3.0,7.0,0.0,0.0,3.0,10.0,2.0,40.0,11.0,0.0,2.0,4.0,3.0,2.0,33.0,3.0,2.0,0.0,16.0,1.0,3.0,1.0,6.0,1.0,5.0,0.0,7.0,0.0,0.0,3.0,19.0,3.0,1.0,0.0,1.0,30.0,0.0,1.0,5.0,81.0,2.0,5.0,0.0,1.0,6.0,0.0,21.0,0.0,2.0,0.0,6.0,23.0,8.0,33.0,10.0,8.0,4.0,2.0,0.0
cme.csv,375.0,419.0,86.0,0.0,208.0,64.0,3.0,0.0,0.0,0.0,142.0,190.0,161.0,65.0,82.0,147.0,0.0,1.0,104.0,62.0,70.0,0.0,1.0,2.0,49.0,79.0,96.0,67.0,2.0,114.0,81.0,66.0,77.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,350.0,81.0,0.0,2.0,125.0,1.0,9.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,53.0,3.0,106.0,161.0,4.0,59.0,4.0,183.0,0.0
dspace-gsoc.csv,26.0,27.0,0.0,1.0,1.0,0.0,13.0,3.0,0.0,1.0,29.0,19.0,33.0,13.0,0.0,0.0,6.0,1.0,2.0,26.0,2.0,1.0,0.0,17.0,0.0,1.0,2.0,2.0,8.0,1.0,2.0,4.0,0.0,1.0,0.0,19.0,2.0,1.0,0.0,1.0,47.0,0.0,1.0,1.0,91.0,91.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,21.0,11.0,12.0,2.0,1.0,15.0,18.0
emite.csv,8.0,11.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,27.0,5.0,26.0,6.0,6.0,0.0,5.0,85.0,8.0,62.0,3.0,3.0,2.0,15.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,56.0,2.0,0.0,1.0,1.0,6.0,1.0,0.0,3.0,125.0,1.0,18.0,0.0,0.0,0.0,58.0,12.0,1.0,1.0,0.0,2.0,2.0,15.0,12.0,8.0,7.0,0.0,39.0,1.0
