,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.33,0.38,0.98,0.2,0.18,0.0
foursquared.csv,0.34,0.13,0.0,0.87,0.0,0.0
ifmo-game-1.csv,0.84,0.0,0.37,0.25,0.0,0.0
micomt.csv,0.56,0.53,0.52,0.09,0.85,0.47
voms.csv,0.58,0.88,0.36,0.77,0.51,0.62
