,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.99,0.84,0.75,0.85,0.57,0.03,0.81,0.64
etics.csv,0.08,0.6,0.73,0.61,0.58,0.81,0.56,0.58
genecys.csv,0.98,0.9,0.92,1.0,0.0,0.93,0.85,0.9
kvs.csv,0.78,0.83,0.05,0.67,0.81,0.89,0.82,0.79
mcore3d.csv,0.76,0.02,0.57,0.65,0.78,0.68,0.66,0.87
miranda.csv,0.78,0.91,0.85,0.78,0.62,0.67,0.69,0.02
ogrehg.csv,0.49,0.7,0.71,0.03,0.54,0.72,0.72,0.6
passwordsafe.csv,0.66,0.6,0.54,0.56,0.81,0.89,0.02,0.61
