,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.85,0.83,0.65,0.79,0.85,0.97,0.81,0.74
etics.csv,0.92,0.42,0.35,0.46,0.63,0.19,0.47,0.68
genecys.csv,0.92,0.91,0.95,0.99,1.0,0.99,0.88,0.98
kvs.csv,0.31,0.21,0.95,0.39,0.19,0.15,0.23,0.24
mcore3d.csv,0.69,1.0,0.7,0.53,0.92,0.62,0.77,0.93
miranda.csv,0.23,0.1,0.15,0.24,0.42,0.38,0.32,0.98
ogrehg.csv,0.54,0.34,0.3,0.97,0.58,0.29,0.33,0.51
passwordsafe.csv,0.46,0.54,0.5,0.58,0.55,0.42,0.98,0.57
