,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.48,0.53,0.0,0.51,0.57,0.74,0.59,0.42,0.64,0.74,0.0,0.29,0.63,0.72,0.44,0.05,0.13,0.41
bigdata.csv,0.37,0.4,0.57,0.0,0.0,0.19,0.62,0.38,0.3,0.16,0.35,0.17,0.45,0.53,0.7,0.45,0.54,0.2
chaperon.csv,0.38,0.46,0.23,0.0,0.98,0.46,0.47,0.59,0.04,0.26,0.0,0.17,0.29,0.66,0.44,0.34,0.53,0.43
e-bio-flow.csv,0.35,0.37,0.71,0.54,0.0,0.17,0.5,0.27,0.04,0.29,0.61,0.17,0.55,0.64,0.68,0.61,0.48,0.52
exist.csv,0.47,0.0,0.0,0.36,0.37,0.34,0.5,0.76,0.05,0.3,0.42,0.0,0.55,0.41,0.42,0.05,0.27,0.35
freedom-erp.csv,0.1,0.0,0.42,0.5,0.0,0.21,0.43,0.09,0.0,0.02,0.75,0.34,0.23,0.0,0.16,0.0,0.06,0.0
geotools.csv,0.48,0.54,0.4,0.43,0.0,0.66,0.44,0.44,0.58,0.72,0.63,0.48,0.64,0.52,0.44,0.42,0.61,0.71
jaxlib.csv,0.53,0.54,0.26,0.99,0.43,0.45,0.06,0.16,0.5,0.55,0.05,0.33,0.49,0.14,0.39,0.53,0.33,0.45
jppf-project.csv,0.56,0.13,0.7,0.36,0.39,0.39,0.75,0.48,0.37,0.29,0.55,0.54,0.54,0.39,0.51,0.09,0.37,0.53
matrex.csv,0.18,0.64,0.41,0.54,0.29,0.61,0.41,0.06,0.83,0.24,0.4,0.34,0.29,0.0,0.13,0.42,0.26,0.31
mediate.csv,0.34,0.69,0.43,0.41,0.53,0.52,0.49,0.62,0.48,0.52,0.49,0.55,0.44,0.54,0.21,0.53,0.61,0.55
nunit.csv,0.18,0.57,0.43,0.52,0.0,0.13,0.21,0.61,0.0,0.41,0.06,0.33,0.24,0.29,0.45,0.58,0.62,0.53
octet.csv,0.44,0.0,0.56,0.0,0.28,0.48,0.52,0.49,0.57,0.32,0.5,0.73,0.51,0.54,0.52,0.05,0.49,0.42
pokenetonline.csv,0.0,0.48,0.17,0.0,0.28,0.05,0.0,0.0,0.27,0.75,0.0,0.6,0.3,0.09,0.0,0.05,0.53,0.67
reaper3d.csv,0.32,0.12,0.5,0.0,0.52,0.36,0.13,0.5,0.52,0.26,0.62,0.48,0.22,0.74,0.29,0.33,0.28,0.24
simplewebservices.csv,0.38,0.46,0.59,0.17,0.66,0.2,0.0,0.65,0.44,0.17,0.05,0.6,0.64,0.13,0.43,0.67,0.61,0.65
stajistics.csv,0.32,0.62,0.64,0.0,0.84,0.59,0.0,0.0,0.57,0.59,0.13,0.59,0.69,0.53,0.55,0.51,0.69,0.67
swtfox.csv,0.63,0.31,0.34,0.53,0.49,0.44,0.31,0.5,0.25,0.5,0.06,0.46,0.53,0.48,0.52,0.6,0.55,0.5
