,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,1.16,0.75,0.79,0.99,0.4,0.89,0.67
bwapi.csv,1.0,0.27,1.04,0.98,0.97,0.71,1.08
gisgraphy.csv,0.7,0.72,0.63,0.91,0.82,0.83,0.3
lite.csv,0.31,0.88,0.85,0.52,0.94,0.38,1.0
ontopia.csv,0.97,0.97,0.4,0.68,0.95,0.85,0.61
smartgwt.csv,0.38,0.68,0.71,0.36,0.86,0.73,0.68
