,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.59,0.19,0.14,0.99,0.15,0.59,0.56
bwapi.csv,0.07,0.17,1.0,0.98,0.97,0.24,1.0
gisgraphy.csv,0.7,0.47,0.14,0.25,0.2,0.83,0.12
lite.csv,0.31,0.03,0.5,0.27,0.11,0.27,0.69
ontopia.csv,0.97,0.97,0.36,0.23,0.85,0.78,0.35
smartgwt.csv,0.38,0.39,0.5,0.27,0.7,0.29,0.54
