,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.27,0.22,0.95,0.63,0.33,0.64
bwapi.csv,0.0,0.79,0.71,0.99,1.0,0.33,0.59
gisgraphy.csv,1.0,0.45,0.38,0.12,0.2,0.93,0.73
lite.csv,1.0,0.12,0.32,0.56,0.07,0.73,0.27
ontopia.csv,1.0,0.94,0.82,0.36,0.57,0.67,0.5
smartgwt.csv,1.0,0.44,0.5,0.76,0.5,0.33,0.59
