,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.37,0.39,0.79,0.39,0.5,0.41,0.64
freebios.csv,0.67,0.5,0.65,0.77,0.64,0.59,0.56
k3b.csv,0.42,0.38,0.61,0.5,0.55,0.43,0.47
loki-lib.csv,0.44,0.57,0.4,0.54,0.48,0.95,0.47
powerfolder.csv,0.41,0.65,0.86,0.42,0.47,0.94,0.77
quarkplusplus.csv,0.85,0.79,0.0,0.57,0.48,0.64,0.76
tzod.csv,0.67,0.5,0.58,0.64,0.8,0.88,0.93
