,id,expected,max_bell,avge,median,bellwether,size
56,2,1,2,1.5,0.7749999999999999,logicmail.csv,2
51,3,2,1,1.17,0.63,benojt.csv,6
49,4,5,6,3.88,0.635,exist.csv,16
57,5,2,3,1.4,0.67,springside.csv,5
24,6,7,3,3.3,0.575,twostep.csv,20
19,7,4,0,0.23,0.34,piccolo2d.csv,13
28,8,4,7,2.36,0.71,tmva.csv,11
17,9,2,0,0.17,0.49,jgnash.csv,6
18,11,0,0,0.0,0.2,atunes.csv,1
52,12,1,1,0.5,0.465,gpsmid.csv,2
58,14,1,2,1.0,0.67,amanda.csv,3
50,15,6,3,2.89,0.48,zealos.csv,20
21,16,4,3,1.62,0.48,wxcrp.csv,13
26,17,3,4,1.38,0.645,enlightenment.csv,8
15,18,5,3,1.75,0.585,vars-redux.csv,16
27,19,1,1,0.33,0.33,lmms.csv,3
14,20,3,3,1.9,0.62,fritzing.csv,10
29,21,2,1,0.4,0.385,voms.csv,6
59,22,4,2,1.42,0.55,ppcboot.csv,12
16,27,3,2,0.56,0.53,bochs.csv,9
25,28,4,1,0.75,0.425,thout.csv,12
20,29,4,5,2.31,0.59,ivef-sdk.csv,13
39,30,6,9,3.89,0.585,itext.csv,18
34,31,2,4,2.8,0.77,sqlpower-library.csv,5
13,33,4,3,1.17,0.47,heekscad.csv,12
12,34,3,3,1.6,0.565,st-filteredstatistics.csv,10
5,35,1,2,1.0,0.61,jajuk.csv,4
33,36,5,8,4.44,0.645,mpgravity.csv,16
40,37,7,7,4.7,0.615,ardour.csv,20
32,38,3,5,3.3,0.6599999999999999,mcmc-jags.csv,10
41,39,5,7,3.19,0.595,zengine.csv,16
54,40,2,0,0.43,0.30000000000000004,apolloplayer.csv,8
47,41,3,1,1.0,0.535,hydrogen.csv,10
22,42,2,1,1.4,0.5,aime.csv,5
31,43,6,10,5.21,0.66,sauerbraten.csv,19
30,44,7,5,3.0,0.585,reactos-mirror.csv,20
23,45,2,0,0.5,0.495,jparsec.csv,6
46,46,2,3,1.4,0.67,pcgen.csv,5
55,47,3,5,1.7,0.595,sumatrapdf.csv,10
48,48,4,3,2.33,0.5900000000000001,blue-c.csv,12
53,49,6,7,4.22,0.575,bibletime.csv,18
8,51,3,4,2.22,0.5800000000000001,ivataopenportal.csv,10
42,52,5,5,2.62,0.54,fontforge.csv,17
38,53,1,2,1.67,0.68,rectracker.csv,3
37,54,6,3,1.42,0.39,jaxen.csv,20
43,55,3,2,1.0,0.41,abbot.csv,9
7,56,6,5,2.88,0.47,ontomorphtab.csv,17
4,57,4,5,3.15,0.49,japano.csv,14
9,58,1,1,0.5,0.43500000000000005,jmol.csv,2
1,59,1,1,0.25,0.42999999999999994,nug.csv,4
11,60,4,2,1.42,0.485,xcf.csv,12
0,61,2,1,0.4,0.54,lazarus-ccr.csv,5
36,62,3,2,1.22,0.55,barracudamvc.csv,9
44,63,1,2,1.5,0.725,silvertree.csv,2
45,64,0,0,0.0,0.58,jrdf.csv,1
35,65,4,7,4.09,0.78,wpdev.csv,11
2,66,5,6,2.62,0.61,soar.csv,16
10,67,5,2,1.71,0.47,opensim4opencog.csv,15
3,68,5,8,4.44,0.655,x4x.csv,16
6,69,2,4,1.57,0.67,rebecca-aiml.csv,7
