,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.51,0.79,0.48,0.79,0.74,0.62,0.46,0.42,1.11,0.95,0.96,0.76,0.63,0.72,0.62,0.09,0.97,0.8
fbmanager.csv,0.74,0.76,0.38,0.82,0.85,0.68,0.74,0.79,0.42,0.76,0.78,0.65,0.56,1.0,0.41,0.72,1.0,0.58
fido.csv,1.0,0.91,1.0,0.72,1.0,0.97,1.0,1.0,1.03,0.97,0.12,1.0,1.0,0.91,1.0,0.74,0.82,1.0
fityk.csv,0.59,0.78,0.62,0.57,0.68,0.66,0.86,0.58,0.59,1.08,0.69,0.62,0.49,0.69,0.81,0.81,0.6,0.84
fleet-simulator.csv,0.97,0.91,1.0,0.73,0.58,1.0,0.8,0.97,0.84,0.56,0.88,0.63,0.91,1.0,0.66,0.0,0.71,0.74
google-caja.csv,0.42,0.86,0.45,0.31,0.99,0.44,0.9,0.41,0.96,0.97,0.97,0.55,0.79,0.96,0.64,0.17,0.87,0.89
hibernate.csv,0.52,0.63,0.5,0.49,0.89,0.61,0.69,0.77,0.59,0.94,0.56,0.43,0.66,0.66,0.49,0.65,0.53,0.67
itext.csv,0.4,0.95,0.57,1.0,0.93,0.52,0.95,0.36,0.9,0.99,0.94,0.96,0.56,0.86,0.44,0.8,0.68,0.96
k3b.csv,0.55,0.67,0.94,0.89,0.95,0.36,0.96,0.53,0.6,1.0,0.9,1.0,0.75,0.8,1.0,1.17,0.84,0.98
megameknet.csv,0.67,0.59,0.4,0.93,0.59,0.65,0.61,0.55,0.78,0.46,0.68,0.39,0.6,0.71,0.52,0.64,0.64,0.48
myfaces.csv,0.49,0.62,0.57,0.73,0.4,0.65,0.72,0.68,0.72,0.39,0.6,0.49,0.58,0.63,0.62,0.33,0.54,0.63
ninject.csv,0.69,0.66,0.64,0.88,0.76,0.87,0.73,0.45,0.82,0.41,0.56,0.7,0.76,0.91,0.7,1.26,0.78,0.15
ondex.csv,0.72,0.73,0.85,0.81,0.65,0.79,0.68,0.85,1.18,0.96,0.85,0.78,0.66,0.45,0.53,0.69,0.76,0.61
paintown.csv,0.35,0.63,0.75,0.97,0.95,0.61,0.69,0.64,0.92,0.98,0.88,0.95,0.53,0.92,0.89,1.01,0.87,1.0
poormans.csv,0.89,0.63,0.92,0.68,0.46,0.78,0.79,0.43,0.41,0.72,1.0,0.6,0.8,0.67,0.31,0.93,0.75,0.6
powerfolder.csv,0.59,0.82,0.57,0.87,0.56,0.51,0.69,0.8,0.09,0.64,0.6,0.73,0.65,0.74,0.65,0.64,0.61,0.92
smartgwt.csv,0.51,0.58,0.56,0.97,0.53,0.59,0.95,0.89,0.17,0.35,0.77,0.81,0.6,0.72,0.53,1.27,0.66,0.98
triplea.csv,0.49,0.42,0.58,0.57,0.79,0.54,0.67,0.5,0.51,0.63,1.06,0.54,0.54,0.61,0.63,0.26,0.64,0.7
