,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
benojt.csv,0.85,1.0,1.0,0.0,0.98,1.0,1.0,1.0
chrysalis.csv,0.16,0.12,0.3,0.67,0.6,0.2,0.0,0.23
jahshaka.csv,0.03,0.02,0.24,0.0,0.31,0.14,0.05,0.15
jatlas.csv,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jedit.csv,0.01,0.33,0.48,0.67,0.66,0.27,0.56,0.71
open-media-library.csv,0.59,0.18,0.0,0.67,0.4,0.28,0.1,0.53
snakeyaml.csv,0.56,0.53,0.63,1.0,0.6,0.01,0.79,0.21
xamj.csv,0.92,0.78,0.8,1.0,0.92,0.88,0.64,0.0
