,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.44,0.48,0.57,0.63,0.74,0.65,0.65,0.45,0.77,0.46
firebird.csv,0.59,0.78,0.05,0.67,0.72,0.53,0.4,0.36,0.75,0.23
fmri-dmt.csv,0.43,0.62,0.36,0.55,0.21,0.34,0.39,0.21,0.26,0.94
htmlunit.csv,0.6,0.72,0.44,0.54,0.67,0.6,0.63,0.71,0.61,0.62
monetdb.csv,0.65,0.69,0.9,0.45,0.41,0.42,0.63,0.45,0.72,0.2
ontomorphtab.csv,0.68,0.72,0.47,0.67,0.58,0.69,0.66,0.6,0.69,0.58
smarttag.csv,0.59,0.7,0.12,0.5,0.66,0.63,0.66,0.59,0.58,0.55
taokgame.csv,0.28,0.39,0.98,0.39,0.36,0.11,0.57,0.38,0.39,0.2
webdriver.csv,0.63,0.66,0.72,0.6,0.56,0.5,0.74,0.58,0.6,0.2
xbplayer.csv,0.49,0.73,0.68,0.65,0.69,0.63,0.69,0.59,0.6,0.36
