,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,99.0,318.0,97.5,2552.5,93.5,17.5,1007.5,197.0,99.0,2929.0,197.5,1767.0,99.0,85.5,98.5,386.0,1930.0,98.5,197.5,759.0
baadengine.csv,99.0,2716.0,99.0,3337.0,96.5,192.0,1071.5,197.0,99.0,1469.0,98.5,198.0,99.0,97.5,98.5,386.0,4221.5,98.5,99.0,2350.0
biopax.csv,198.0,2863.5,99.0,4544.0,99.0,192.0,1267.0,197.0,99.0,1286.0,197.5,198.0,99.0,97.5,97.5,189.0,4311.0,98.5,99.0,4479.0
crux-framework.csv,95.5,145.0,168.0,879.0,96.5,91.5,379.0,189.0,323.5,85.5,98.5,763.5,99.0,0.0,98.5,233.5,336.5,95.5,79.5,393.5
dataobjectsdotnet.csv,198.0,2744.5,99.0,1087.0,96.5,192.0,289.5,197.0,99.0,1482.0,197.5,2208.0,99.0,97.5,0.0,287.5,1294.0,98.5,99.0,2464.0
exl.csv,97.5,2225.5,98.5,2926.5,99.0,94.5,1073.0,95.5,99.0,181.0,197.5,198.0,99.0,460.5,89.5,96.0,535.5,98.5,98.5,4311.5
gdis.csv,99.0,865.5,99.0,2618.0,410.0,192.0,780.5,96.5,99.0,1932.5,97.5,1867.0,99.0,97.5,98.5,386.0,3022.0,69.5,99.0,2623.5
gogoego.csv,97.5,1736.0,99.0,1669.5,96.5,192.0,579.5,98.5,99.0,849.5,196.5,198.0,384.0,97.5,98.5,82.5,784.0,81.5,79.5,3005.5
httpcontentparser.csv,99.0,1590.5,99.0,1688.0,93.5,74.5,581.5,197.0,98.5,712.0,196.5,900.0,567.0,97.5,0.0,93.5,2770.0,98.5,89.5,473.5
impala.csv,96.5,2027.0,98.5,2076.5,99.0,94.5,969.5,94.5,99.0,815.5,98.5,1088.0,99.0,357.0,97.5,93.5,1402.0,98.5,195.5,2092.5
jgameai.csv,99.0,551.0,68.5,367.0,93.5,446.0,254.5,314.0,2430.5,2311.0,98.5,764.0,647.5,128.0,96.5,73.5,686.5,95.5,98.5,530.0
loki-lib.csv,99.0,669.5,99.0,2833.5,96.5,94.5,675.5,183.0,99.0,1469.0,98.5,1679.5,99.0,273.5,98.5,93.5,2431.0,95.5,98.5,1838.5
snakeyaml.csv,97.5,571.0,97.5,430.0,630.5,94.5,346.0,195.0,99.0,369.0,287.0,523.0,285.5,85.5,88.5,0.0,1033.0,98.5,75.5,534.5
tart.csv,198.0,2697.0,98.5,817.0,247.0,85.5,484.5,195.0,99.0,85.5,197.5,198.0,392.0,356.0,98.5,51.5,1696.5,98.5,291.0,2607.5
vars-redux.csv,97.5,2477.5,99.0,1722.0,96.5,192.0,489.0,197.0,99.0,893.0,196.5,99.0,575.0,97.5,94.5,178.0,987.5,98.5,96.5,906.5
werx.csv,198.0,2610.5,99.0,4544.0,99.0,192.0,1267.0,197.0,99.0,1556.5,197.5,198.0,99.0,97.5,98.5,386.0,4311.0,98.5,99.0,4337.0
xbg.csv,198.0,864.5,93.5,615.5,115.5,183.0,629.0,157.0,195.0,1167.0,97.5,539.0,195.0,97.5,97.5,449.5,4817.0,270.5,99.0,360.5
xqilla.csv,88.5,981.0,98.5,798.5,710.0,186.0,1483.5,197.0,314.0,181.0,196.5,198.0,99.0,551.0,98.5,241.0,68.5,577.5,95.5,1773.0
zealos.csv,93.5,407.5,55.5,1190.0,122.0,94.5,469.5,294.0,99.0,384.5,0.0,564.0,84.5,0.0,98.5,206.0,841.5,55.5,98.5,2356.5
