,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.89,0.66,1.12,0.5,0.42,0.73,0.62,0.55,1.05,0.57,0.67,0.87,0.94,0.61,0.47,0.99,0.8
botsnscouts.csv,0.69,0.49,0.81,0.53,0.91,0.76,0.37,0.58,0.78,0.57,0.76,0.58,0.91,0.49,0.81,0.89,0.7
cities3d.csv,0.9,0.52,0.61,0.43,0.59,0.85,0.93,0.84,0.98,0.6,1.0,0.71,0.95,0.72,0.76,1.3,0.51
dynalloy.csv,0.34,0.64,1.14,0.73,0.67,0.74,0.79,0.35,0.73,0.9,0.69,0.99,0.65,0.56,0.75,0.45,0.52
electric-core.csv,0.56,0.55,1.1,0.53,0.62,0.74,0.56,0.4,1.15,0.72,0.54,1.0,0.69,0.74,0.69,0.41,0.56
findbugs.csv,0.67,0.57,0.96,0.42,0.42,0.74,0.76,0.38,0.89,0.71,0.5,1.0,0.53,0.56,0.45,0.97,0.68
img-browse-sort.csv,0.57,0.93,0.9,0.72,0.59,0.62,0.59,0.65,0.87,0.74,0.59,0.5,0.28,0.75,0.56,0.72,0.65
jparsec.csv,0.76,0.91,0.89,0.84,0.99,0.75,0.64,0.91,1.0,0.75,0.94,0.4,0.67,1.0,0.9,0.93,0.77
moast.csv,0.57,0.91,1.0,0.76,0.85,0.61,1.0,1.0,0.86,0.77,0.63,0.7,0.92,0.9,0.59,0.05,0.8
mptvseries.csv,0.59,0.6,1.01,0.44,0.33,0.39,0.71,0.43,1.35,0.88,0.61,0.8,0.51,0.66,0.67,1.0,0.71
mvnforum.csv,0.7,0.92,1.02,0.98,0.74,0.5,0.76,0.57,0.86,0.89,0.66,0.86,0.8,0.86,0.65,0.29,0.86
nosleepsoftware.csv,0.98,0.88,0.36,0.94,0.91,1.0,1.0,0.88,0.67,1.0,1.03,1.0,0.94,0.92,0.97,1.03,0.98
ogre.csv,0.69,0.88,0.77,0.91,0.99,0.91,0.79,0.92,0.05,0.85,0.94,0.67,0.9,0.75,0.7,1.0,0.95
openfrag.csv,0.82,0.46,1.09,0.51,0.42,0.72,0.71,0.4,1.33,0.9,0.33,0.99,0.6,0.64,0.67,0.83,0.6
qdvdauthor.csv,0.68,0.78,0.76,0.97,0.54,0.51,0.83,1.0,1.2,0.93,0.69,0.76,0.77,0.46,0.77,0.38,0.67
sumatrapdf.csv,0.99,0.88,0.75,0.73,0.69,0.78,0.82,0.29,1.12,0.99,0.81,1.0,0.9,0.76,0.98,0.86,0.48
zxing.csv,0.51,0.6,0.98,0.38,0.47,0.48,0.61,0.61,0.99,0.67,0.72,0.79,0.68,0.4,0.64,1.07,0.32
