,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,58.0,1.0,0.0,6.0
google-caja.csv,125.0,0.0,0.0,1.0
itext.csv,95.0,1.0,2.0,0.0
plee-the-bear.csv,0.0,1.0,0.0,10.0
